Data Item,Statistical Area Level 2 (SA2) (2016 ASGS),SA2 Code (2016 ASGS),Mar-19,Jun-19,Sep-19,Dec-19
Smoothed unemployment rate (%),Hamilton (Vic.),217011421,4.7,4,3.4,3.7
Smoothed unemployment rate (%),Portland,217011422,6.4,5.6,4.8,5.4
Smoothed unemployment rate (%),Southern Grampians,217011423,2.4,2.1,1.7,2
Smoothed unemployment rate (%),Camperdown,217031471,3.9,3.3,2.8,3.2
Smoothed unemployment rate (%),Colac,217031472,3.8,3.2,2.7,3
Smoothed unemployment rate (%),Colac Region,217031473,2.4,2.1,1.8,1.9
Smoothed unemployment rate (%),Corangamite - North,217031474,3.5,3.1,2.7,3.1
Smoothed unemployment rate (%),Corangamite - South,217031475,2,1.7,1.4,1.5
Smoothed unemployment rate (%),Otway,217031476,2.5,2.2,1.6,1.8
Smoothed unemployment rate (%),Moyne - East,217041477,2.8,2.4,2,2.2
Smoothed unemployment rate (%),Moyne - West,217041478,2.3,2,1.7,1.9
Smoothed unemployment rate (%),Warrnambool - North,217041479,3.8,3.2,2.8,3.1
Smoothed unemployment rate (%),Warrnambool - South,217041480,4.3,3.7,3.2,3.6
Smoothed unemployment rate (%),Alexandra Hills,301011001,6.7,6.2,5.6,5
Smoothed unemployment rate (%),Belmont - Gumdale,301011002,2.8,2.5,2.2,1.9
Smoothed unemployment rate (%),Birkdale,301011003,4.2,3.9,3.6,3.2
Smoothed unemployment rate (%),Capalaba,301011004,6.9,6.4,5.9,5.4
Smoothed unemployment rate (%),Thorneside,301011005,6.9,6.2,5.4,4.5
Smoothed unemployment rate (%),Wellington Point,301011006,3.7,3.4,3.2,2.9
Smoothed unemployment rate (%),Cleveland,301021007,6.2,5.9,5.4,4.9
Smoothed unemployment rate (%),Ormiston,301021008,3.7,3.5,3.2,3.1
Smoothed unemployment rate (%),Redland Bay,301021009,4.8,4.5,4.1,3.7
Smoothed unemployment rate (%),Sheldon - Mount Cotton,301021011,2.5,2.2,1.8,1.6
Smoothed unemployment rate (%),Thornlands,301021012,3.2,3.1,2.9,2.9
Smoothed unemployment rate (%),Victoria Point,301021013,5.4,4.9,4.5,4.1
Smoothed unemployment rate (%),Redland Islands,301021527,23,21.7,20.2,18.2
Smoothed unemployment rate (%),Manly - Lota,301031015,4.9,4.5,4,3.8
Smoothed unemployment rate (%),Manly West,301031016,4.9,4.5,4.1,3.8
Smoothed unemployment rate (%),Murarrie,301031017,6.4,5.9,5.3,4.3
Smoothed unemployment rate (%),Tingalpa,301031018,5.1,4.8,4.5,4
Smoothed unemployment rate (%),Wakerley,301031019,1.8,1.7,1.6,1.4
Smoothed unemployment rate (%),Wynnum,301031020,6.8,6.2,5.5,4.8
Smoothed unemployment rate (%),Wynnum West - Hemmant,301031021,6.6,6.1,5.7,5.3
Smoothed unemployment rate (%),Bald Hills,302011022,6.5,6,6,6.3
Smoothed unemployment rate (%),Bridgeman Downs,302011023,1.3,1.4,1.4,1.6
Smoothed unemployment rate (%),Carseldine,302011024,3,2.9,2.9,3
Smoothed unemployment rate (%),Everton Park,302011025,4.4,4.3,4.2,4.2
Smoothed unemployment rate (%),McDowall,302011026,1.8,1.8,1.7,1.7
Smoothed unemployment rate (%),Aspley,302021027,5.1,5,4.9,4.9
Smoothed unemployment rate (%),Chermside,302021028,8.7,8.6,8.5,8.7
Smoothed unemployment rate (%),Chermside West,302021029,3.6,3.5,3.4,3.5
Smoothed unemployment rate (%),Geebung,302021030,5.6,5.2,4.6,4.6
Smoothed unemployment rate (%),Kedron - Gordon Park,302021031,3.6,3.5,3.5,3.7
Smoothed unemployment rate (%),Stafford,302021032,7.4,7.1,7.2,7.8
Smoothed unemployment rate (%),Stafford Heights,302021033,6.8,6.7,6.5,6.7
Smoothed unemployment rate (%),Wavell Heights,302021034,2.8,2.7,2.5,2.5
Smoothed unemployment rate (%),Boondall,302031035,5.8,5.4,5,5.2
Smoothed unemployment rate (%),Eagle Farm - Pinkenba,302031037,2.6,2.1,2.2,2.4
Smoothed unemployment rate (%),Northgate - Virginia,302031038,5,5,4.9,4.9
Smoothed unemployment rate (%),Nudgee - Banyo,302031039,4.6,4.4,4.2,4.3
Smoothed unemployment rate (%),Nundah,302031040,4.5,4.5,4.5,4.6
Smoothed unemployment rate (%),Bracken Ridge,302041041,6.6,6.4,6.2,6.4
Smoothed unemployment rate (%),Brighton (Qld),302041042,4.6,4.6,4.5,4.8
Smoothed unemployment rate (%),Deagon,302041043,8,7.7,7.6,7.7
Smoothed unemployment rate (%),Sandgate - Shorncliffe,302041044,5.3,5.3,5.4,5.7
Smoothed unemployment rate (%),Taigum - Fitzgibbon,302041045,5.3,5.1,5,5.2
Smoothed unemployment rate (%),Zillmere,302041046,11.2,10.9,10.9,11.3
Smoothed unemployment rate (%),Camp Hill,303011047,3.1,3.3,3.2,3.1
Smoothed unemployment rate (%),Cannon Hill,303011048,4.9,5.3,5.4,5
Smoothed unemployment rate (%),Carina,303011049,4.6,5,5.2,4.9
Smoothed unemployment rate (%),Carina Heights,303011050,7,7.4,7.4,6.9
Smoothed unemployment rate (%),Carindale,303011051,2.8,2.8,2.8,2.6
Smoothed unemployment rate (%),Annerley,303021052,8,8.6,8.8,8.6
Smoothed unemployment rate (%),Coorparoo,303021053,4.1,4.4,4.4,4.2
Smoothed unemployment rate (%),Fairfield - Dutton Park,303021054,7.7,8.2,8.3,7.8
Smoothed unemployment rate (%),Greenslopes,303021055,5.7,6.1,6.4,6.4
Smoothed unemployment rate (%),Holland Park,303021056,6.4,6.8,6.7,6.3
Smoothed unemployment rate (%),Holland Park West,303021057,4.9,5.2,5.2,4.9
Smoothed unemployment rate (%),Woolloongabba,303021058,8,8.5,8.7,8.4
Smoothed unemployment rate (%),Yeronga,303021059,5.8,5.8,5.8,5.5
Smoothed unemployment rate (%),Eight Mile Plains,303031060,4.9,5.2,5.1,4.8
Smoothed unemployment rate (%),Macgregor (Qld),303031061,6.2,6.8,7.2,7.2
Smoothed unemployment rate (%),Mansfield (Qld),303031062,5.8,6,6.2,6.1
Smoothed unemployment rate (%),Mount Gravatt,303031063,7.3,7.8,7.7,7.3
Smoothed unemployment rate (%),Rochedale - Burbank,303031064,2.4,2.4,2.4,2.2
Smoothed unemployment rate (%),Upper Mount Gravatt,303031065,8.2,9,9.3,9.3
Smoothed unemployment rate (%),Wishart,303031066,4.2,4.4,4.5,4.3
Smoothed unemployment rate (%),Coopers Plains,303041067,10.8,11.5,11.9,11.1
Smoothed unemployment rate (%),Moorooka,303041068,9.2,9.7,9.4,8.8
Smoothed unemployment rate (%),Robertson,303041069,4.9,5,5.1,4.9
Smoothed unemployment rate (%),Salisbury - Nathan,303041070,7.8,8.4,8.7,8.5
Smoothed unemployment rate (%),Tarragindi,303041071,3.1,3.3,3.4,3.3
Smoothed unemployment rate (%),Algester,303051072,7.2,8,8.2,8.2
Smoothed unemployment rate (%),Calamvale - Stretton,303051073,5.1,5.5,5.6,5.4
Smoothed unemployment rate (%),Pallara - Willawong,303051074,6.2,6.8,6.6,6
Smoothed unemployment rate (%),Parkinson - Drewvale,303051075,4.1,4.4,4.4,4.1
Smoothed unemployment rate (%),Rocklea - Acacia Ridge,303051076,19.7,21.3,21.8,21.1
Smoothed unemployment rate (%),Kuraby,303061077,6.9,7.2,7.1,6.6
Smoothed unemployment rate (%),Runcorn,303061078,6.5,6.8,6.9,6.8
Smoothed unemployment rate (%),Sunnybank,303061079,9.9,10.5,10.7,10.4
Smoothed unemployment rate (%),Sunnybank Hills,303061080,6.7,7.3,7.6,7.3
Smoothed unemployment rate (%),Jindalee - Mount Ommaney,304011081,4.7,4.8,5,5.2
Smoothed unemployment rate (%),Middle Park - Jamboree Heights,304011082,7.7,7.5,7,7.4
Smoothed unemployment rate (%),Riverhills,304011083,6.9,7.1,7.2,7.7
Smoothed unemployment rate (%),Seventeen Mile Rocks - Sinnamon Park,304011084,3.4,3.4,3.4,3.5
Smoothed unemployment rate (%),Westlake,304011085,4.1,4.2,4.1,4.1
Smoothed unemployment rate (%),Bellbowrie - Moggill,304021086,4.9,5.2,5.1,5.3
Smoothed unemployment rate (%),Brookfield - Kenmore Hills,304021087,2.5,2.5,2.6,2.9
Smoothed unemployment rate (%),Chapel Hill,304021088,3.4,3.4,3.5,3.7
Smoothed unemployment rate (%),Fig Tree Pocket,304021089,3.2,3.2,3.3,3.3
Smoothed unemployment rate (%),Kenmore,304021090,5.4,5.5,5.7,6.1
Smoothed unemployment rate (%),Pinjarra Hills - Pullenvale,304021091,2.6,2.6,2.6,2.7
Smoothed unemployment rate (%),Chelmer - Graceville,304031092,3.6,3.5,3.6,3.7
Smoothed unemployment rate (%),Corinda,304031093,7.4,7.7,7.4,7.6
Smoothed unemployment rate (%),Indooroopilly,304031094,5.8,6,6.1,6.5
Smoothed unemployment rate (%),Sherwood,304031095,6.3,6.5,6.1,6.4
Smoothed unemployment rate (%),St Lucia,304031096,3.9,3.8,4,4.1
Smoothed unemployment rate (%),Taringa,304031097,6,5.9,5.8,6.1
Smoothed unemployment rate (%),Enoggera,304041098,8.5,8.6,8.8,9.6
Smoothed unemployment rate (%),Keperra,304041100,17.4,18.2,19.1,20.3
Smoothed unemployment rate (%),Mitchelton,304041101,9.6,9.5,9.1,9.2
Smoothed unemployment rate (%),The Gap,304041103,4.3,4.4,4.5,4.6
Smoothed unemployment rate (%),Upper Kedron - Ferny Grove,304041104,6,6.3,6.1,6.3
Smoothed unemployment rate (%),Brisbane City,305011105,4.4,4.5,4.6,4.1
Smoothed unemployment rate (%),Fortitude Valley,305011106,7.6,7.7,7.6,7
Smoothed unemployment rate (%),Highgate Hill,305011107,7.1,7,6.7,5.8
Smoothed unemployment rate (%),Kangaroo Point,305011108,4,4,3.7,3.3
Smoothed unemployment rate (%),New Farm,305011109,4.8,4.9,4.8,4.3
Smoothed unemployment rate (%),South Brisbane,305011110,6.3,6.3,6.3,5.7
Smoothed unemployment rate (%),Spring Hill,305011111,8.1,8.2,8.2,7.3
Smoothed unemployment rate (%),West End,305011112,6.8,7,6.7,6
Smoothed unemployment rate (%),Balmoral,305021113,3.1,3.4,3.5,3.2
Smoothed unemployment rate (%),Bulimba,305021114,2.6,2.6,2.4,1.9
Smoothed unemployment rate (%),East Brisbane,305021115,6.9,7,6.9,6.3
Smoothed unemployment rate (%),Hawthorne,305021116,2.9,2.8,2.4,2.1
Smoothed unemployment rate (%),Morningside - Seven Hills,305021117,4.8,4.9,4.8,4.2
Smoothed unemployment rate (%),Norman Park,305021118,3.2,3.3,3.3,3
Smoothed unemployment rate (%),Albion,305031119,5.3,5.2,4.8,4.2
Smoothed unemployment rate (%),Alderley,305031120,4.6,4.7,4.5,3.9
Smoothed unemployment rate (%),Ascot,305031121,3.7,3.7,3.4,3
Smoothed unemployment rate (%),Clayfield,305031122,4.6,4.5,4.3,3.8
Smoothed unemployment rate (%),Grange,305031123,2.8,2.7,2.5,2
Smoothed unemployment rate (%),Hamilton (Qld),305031124,3.1,3.2,3.1,2.7
Smoothed unemployment rate (%),Hendra,305031125,3,3,3.1,2.6
Smoothed unemployment rate (%),Kelvin Grove - Herston,305031126,4.8,4.8,4.8,4.4
Smoothed unemployment rate (%),Newmarket,305031127,4.7,4.6,4.4,4
Smoothed unemployment rate (%),Newstead - Bowen Hills,305031128,3.2,3.1,3.1,2.7
Smoothed unemployment rate (%),Wilston,305031129,3.5,3.5,3.3,2.7
Smoothed unemployment rate (%),Windsor,305031130,5.3,5.4,5.1,4.3
Smoothed unemployment rate (%),Wooloowin - Lutwyche,305031131,5,5.1,5,4.4
Smoothed unemployment rate (%),Ashgrove,305041132,2.6,2.5,2.5,2.3
Smoothed unemployment rate (%),Auchenflower,305041133,3.3,3.2,2.9,2.7
Smoothed unemployment rate (%),Bardon,305041134,2.5,2.5,2.2,1.9
Smoothed unemployment rate (%),Paddington - Milton,305041135,3.3,3.2,3,2.5
Smoothed unemployment rate (%),Red Hill (Qld),305041136,7.4,7.3,7,6.3
Smoothed unemployment rate (%),Toowong,305041137,4.7,4.6,4.4,3.9
Smoothed unemployment rate (%),Brinsmead,306011138,1.9,1.6,1.7,1.6
Smoothed unemployment rate (%),Clifton Beach - Kewarra Beach,306011139,2.3,2,2.1,2
Smoothed unemployment rate (%),Freshwater - Stratford,306011140,2.4,2.1,2.3,2.3
Smoothed unemployment rate (%),Redlynch,306011141,1.5,1.3,1.4,1.4
Smoothed unemployment rate (%),Trinity Beach - Smithfield,306011142,2.5,2.2,2.2,2.1
Smoothed unemployment rate (%),Yorkeys Knob - Machans Beach,306011143,4.7,4,4,4
Smoothed unemployment rate (%),Bentley Park,306021144,4.6,4.1,4.3,4.3
Smoothed unemployment rate (%),Cairns City,306021145,6.4,5.5,5.6,5.7
Smoothed unemployment rate (%),Earlville - Bayview Heights,306021146,4.6,4,4.2,4.3
Smoothed unemployment rate (%),Edmonton,306021147,5.3,4.6,4.9,5.1
Smoothed unemployment rate (%),Gordonvale - Trinity,306021148,3.8,3.4,3.6,3.6
Smoothed unemployment rate (%),Kanimbla - Mooroobool,306021149,4.4,3.9,4.2,4.4
Smoothed unemployment rate (%),Manoora,306021151,13.3,11.6,12,12.1
Smoothed unemployment rate (%),Manunda,306021152,12.3,10.4,10.9,11.2
Smoothed unemployment rate (%),Mount Sheridan,306021153,2.9,2.6,2.9,2.9
Smoothed unemployment rate (%),Westcourt - Bungalow,306021154,9.6,8.3,8.8,9.1
Smoothed unemployment rate (%),White Rock,306021155,7.4,6.6,7.1,7.2
Smoothed unemployment rate (%),Whitfield - Edge Hill,306021156,3.1,2.7,2.7,2.7
Smoothed unemployment rate (%),Woree,306021157,9.6,8.4,8.3,8.2
Smoothed unemployment rate (%),Babinda,306031158,3.7,3.2,3.3,3.4
Smoothed unemployment rate (%),Innisfail,306031159,9.1,8,8.3,8.3
Smoothed unemployment rate (%),Johnstone,306031160,3.9,3.4,3.6,3.7
Smoothed unemployment rate (%),Tully,306031161,4.1,3.6,3.8,3.9
Smoothed unemployment rate (%),Yarrabah,306031163,55.1,49.8,54.2,55.6
Smoothed unemployment rate (%),Daintree,306041164,6.3,5.5,5.8,5.9
Smoothed unemployment rate (%),Port Douglas,306041165,2.1,1.8,1.9,1.9
Smoothed unemployment rate (%),Atherton,306051166,5.2,4.5,4.8,4.9
Smoothed unemployment rate (%),Herberton,306051167,9.3,7.9,7.9,7.7
Smoothed unemployment rate (%),Kuranda,306051168,8.3,7.3,7.5,7.4
Smoothed unemployment rate (%),Malanda - Yungaburra,306051169,3.4,3,3.2,3.3
Smoothed unemployment rate (%),Mareeba,306051170,7,6.2,6.4,6.4
Smoothed unemployment rate (%),Balonne,307011171,5.7,5.2,4.4,2.9
Smoothed unemployment rate (%),Chinchilla,307011172,5.6,5.1,4.5,3.1
Smoothed unemployment rate (%),Goondiwindi,307011173,4.3,3.9,3.6,2.7
Smoothed unemployment rate (%),Inglewood - Waggamba,307011174,4.6,4.1,3.4,2.3
Smoothed unemployment rate (%),Miles - Wandoan,307011175,4.3,4,3.6,2.7
Smoothed unemployment rate (%),Roma,307011176,5.8,5.3,4.6,3.3
Smoothed unemployment rate (%),Roma Region,307011177,2.8,2.6,2.2,1.6
Smoothed unemployment rate (%),Tara,307011178,14,12.7,11.2,7.8
Smoothed unemployment rate (%),Crows Nest - Rosalie,307021179,7.6,6.8,5.8,3.9
Smoothed unemployment rate (%),Jondaryan,307021180,6.2,5.5,4.6,3.2
Smoothed unemployment rate (%),Millmerran,307021181,5.1,4.6,4,2.7
Smoothed unemployment rate (%),Pittsworth,307021182,3,2.7,2.4,1.8
Smoothed unemployment rate (%),Wambo,307021183,6.7,6.1,5.4,3.8
Smoothed unemployment rate (%),Clifton - Greenmount,307031184,3.9,3.5,3,2.2
Smoothed unemployment rate (%),Southern Downs - East,307031185,5.1,4.4,3.7,2.5
Smoothed unemployment rate (%),Southern Downs - West,307031186,6.1,5.4,4.6,3.1
Smoothed unemployment rate (%),Stanthorpe,307031187,10.2,9.3,8.1,5.5
Smoothed unemployment rate (%),Stanthorpe Region,307031188,7.1,6.4,5.5,3.7
Smoothed unemployment rate (%),Warwick,307031189,8.9,8.1,7,4.8
Smoothed unemployment rate (%),Central Highlands - East,308011190,8,7.2,8.4,9
Smoothed unemployment rate (%),Central Highlands - West,308011191,2.6,2.3,2.9,3.1
Smoothed unemployment rate (%),Emerald,308011192,3,2.7,3,3.2
Smoothed unemployment rate (%),Berserker,308031205,13.2,12.2,14.5,15.7
Smoothed unemployment rate (%),Bouldercombe,308031206,4.7,4.1,4.8,5.4
Smoothed unemployment rate (%),Emu Park,308031207,6.9,6,6.9,7.5
Smoothed unemployment rate (%),Frenchville - Mount Archer,308031208,4.3,3.9,4.3,4.5
Smoothed unemployment rate (%),Glenlee - Rockyview,308031209,1.8,1.6,1.8,1.9
Smoothed unemployment rate (%),Gracemere,308031210,6.7,6,6.6,6.8
Smoothed unemployment rate (%),Lakes Creek,308031211,10.1,9,10.5,11.2
Smoothed unemployment rate (%),Mount Morgan,308031212,18.5,17.5,21,21.9
Smoothed unemployment rate (%),Norman Gardens,308031213,4.2,3.8,4.4,4.6
Smoothed unemployment rate (%),Park Avenue,308031214,8.9,7.9,9.2,9.6
Smoothed unemployment rate (%),Parkhurst - Kawana,308031215,6.8,6.3,7.4,7.7
Smoothed unemployment rate (%),Rockhampton - West,308031216,5.8,5.2,6.1,6.6
Smoothed unemployment rate (%),Rockhampton City,308031217,21.3,19.2,22.5,23.8
Smoothed unemployment rate (%),Rockhampton Region - East,308031218,4.2,3.8,4.6,5
Smoothed unemployment rate (%),Rockhampton Region - North,308031219,4,3.5,4.1,4.3
Smoothed unemployment rate (%),Rockhampton Region - West,308031220,2.1,1.8,2.1,2.2
Smoothed unemployment rate (%),The Range - Allenstown,308031222,5.7,5.2,6.3,6.8
Smoothed unemployment rate (%),Yeppoon,308031223,5.1,4.6,5.3,5.5
Smoothed unemployment rate (%),Banana,308041528,2.1,1.9,2.1,2.3
Smoothed unemployment rate (%),Biloela,308041529,4.7,4.2,4.9,5.2
Smoothed unemployment rate (%),Agnes Water - Miriam Vale,308051530,9.4,8.5,10.1,10.8
Smoothed unemployment rate (%),Boyne Island - Tannum Sands,308051531,5.1,4.8,5.7,5.9
Smoothed unemployment rate (%),Clinton - New Auckland,308051533,6.7,6.1,7.2,7.7
Smoothed unemployment rate (%),Gladstone,308051534,14.8,13.5,16.2,17.4
Smoothed unemployment rate (%),Gladstone Hinterland,308051535,4.2,3.7,4.2,4.6
Smoothed unemployment rate (%),Kin Kora - Sun Valley,308051536,7,6.4,7.4,8
Smoothed unemployment rate (%),Telina - Toolooa,308051538,6.1,5.6,6.3,6.5
Smoothed unemployment rate (%),West Gladstone,308051539,10.4,9.6,11.4,12.1
Smoothed unemployment rate (%),Broadbeach Waters,309011224,2.8,3.4,3.8,3.8
Smoothed unemployment rate (%),Burleigh Heads,309011225,4.5,5.2,5.6,5.5
Smoothed unemployment rate (%),Burleigh Waters,309011226,3.5,3.9,4.3,4.2
Smoothed unemployment rate (%),Mermaid Beach - Broadbeach,309011227,2.8,3.3,3.5,3.5
Smoothed unemployment rate (%),Mermaid Waters,309011228,3.8,4.4,4.8,4.8
Smoothed unemployment rate (%),Miami,309011229,4.4,5.1,5.6,5.5
Smoothed unemployment rate (%),Coolangatta,309021230,6,6.5,6.9,6.7
Smoothed unemployment rate (%),Currumbin - Tugun,309021231,4.4,5.1,5.5,5.4
Smoothed unemployment rate (%),Currumbin Waters,309021232,4.8,5.4,5.7,5.4
Smoothed unemployment rate (%),Elanora,309021233,4.5,5.3,5.8,5.7
Smoothed unemployment rate (%),Palm Beach,309021234,5.3,6.2,6.7,6.4
Smoothed unemployment rate (%),Arundel,309031235,5.2,6.1,6.7,6.6
Smoothed unemployment rate (%),Biggera Waters,309031236,6.4,7,7.4,7.1
Smoothed unemployment rate (%),Coombabah,309031237,6.6,7.6,8,7.6
Smoothed unemployment rate (%),Labrador,309031238,10.2,12.2,13.7,13.9
Smoothed unemployment rate (%),Paradise Point - Hollywell,309031239,3.1,3.5,3.7,3.6
Smoothed unemployment rate (%),Runaway Bay,309031240,3.9,4.3,4.7,4.5
Smoothed unemployment rate (%),Guanaba - Springbrook,309041241,5.2,6.3,7,7
Smoothed unemployment rate (%),Tamborine - Canungra,309041242,4.1,4.7,5.1,5
Smoothed unemployment rate (%),Currumbin Valley - Tallebudgera,309051243,3.3,3.8,4.1,3.9
Smoothed unemployment rate (%),Mudgeeraba - Bonogin,309051244,3.9,4.4,4.8,4.6
Smoothed unemployment rate (%),Reedy Creek - Andrews,309051245,2.7,2.9,3.1,3
Smoothed unemployment rate (%),Carrara,309061246,4.9,5.7,6.2,6
Smoothed unemployment rate (%),Highland Park,309061247,5.6,6.5,7,6.9
Smoothed unemployment rate (%),Nerang - Mount Nathan,309061248,7.1,8.1,8.7,8.5
Smoothed unemployment rate (%),Pacific Pines - Gaven,309061249,3.8,4.4,4.8,4.7
Smoothed unemployment rate (%),Worongary - Tallai,309061250,3,3.5,3.8,3.9
Smoothed unemployment rate (%),Coomera,309071251,5.7,6.7,7.2,7.1
Smoothed unemployment rate (%),Helensvale,309071252,3.6,4.3,4.7,4.7
Smoothed unemployment rate (%),Hope Island,309071253,2.7,2.9,2.9,2.7
Smoothed unemployment rate (%),Jacobs Well - Alberton,309071254,3.5,3.7,3.9,3.8
Smoothed unemployment rate (%),Ormeau - Yatala,309071255,3,3.4,3.7,3.6
Smoothed unemployment rate (%),Oxenford - Maudsland,309071256,3.8,4.4,4.8,4.7
Smoothed unemployment rate (%),Pimpama,309071257,5.8,6.9,7.6,7.7
Smoothed unemployment rate (%),Upper Coomera - Willow Vale,309071258,3.8,4.4,4.9,4.8
Smoothed unemployment rate (%),Clear Island Waters,309081259,3,3.3,3.4,3.2
Smoothed unemployment rate (%),Merrimac,309081260,4.6,5.1,5.4,5.1
Smoothed unemployment rate (%),Robina,309081261,3.3,3.8,4.1,3.9
Smoothed unemployment rate (%),Varsity Lakes,309081262,4.6,5.2,5.6,5.4
Smoothed unemployment rate (%),Ashmore,309091263,4.7,5.4,5.8,5.7
Smoothed unemployment rate (%),Molendinar,309091264,6.3,7.1,7.7,7.5
Smoothed unemployment rate (%),Parkwood,309091265,5,5.7,6.2,6.1
Smoothed unemployment rate (%),Southport - North,309091540,0,0,0,0
Smoothed unemployment rate (%),Southport - South,309091541,0,0,0,0
Smoothed unemployment rate (%),Benowa,309101267,3,3.4,3.6,3.5
Smoothed unemployment rate (%),Bundall,309101268,3.5,4.2,4.7,4.7
Smoothed unemployment rate (%),Main Beach,309101269,2.2,2.3,2.5,2.5
Smoothed unemployment rate (%),Surfers Paradise,309101270,4.5,5.2,5.7,5.8
Smoothed unemployment rate (%),Darra - Sumner,310011271,5.5,5.5,5.9,6.1
Smoothed unemployment rate (%),Durack,310011272,7.1,7.2,7.5,7.8
Smoothed unemployment rate (%),Forest Lake - Doolandella,310011273,3.8,3.8,3.9,4.2
Smoothed unemployment rate (%),Inala - Richlands,310011274,16.7,16.8,17.1,17.7
Smoothed unemployment rate (%),Oxley (Qld),310011275,2.5,2.6,2.7,2.8
Smoothed unemployment rate (%),Wacol,310011276,18.5,18.5,19.2,19.8
Smoothed unemployment rate (%),Boonah,310021277,3.8,3.7,3.7,3.8
Smoothed unemployment rate (%),Esk,310021278,8,8,8.1,8.1
Smoothed unemployment rate (%),Lockyer Valley - East,310021280,7.6,7.5,7.7,8
Smoothed unemployment rate (%),Lowood,310021281,7.4,7.4,7.5,7.9
Smoothed unemployment rate (%),Rosewood,310021282,5.2,5.5,5.8,6
Smoothed unemployment rate (%),Brassall,310031283,7.7,7.8,8.3,8.9
Smoothed unemployment rate (%),Bundamba,310031284,10.5,10.6,10.8,11
Smoothed unemployment rate (%),Churchill - Yamanto,310031285,5.1,5,5.2,5.5
Smoothed unemployment rate (%),Ipswich - Central,310031286,11.5,11.6,12,12.5
Smoothed unemployment rate (%),Ipswich - East,310031287,8.9,9.1,9.6,10.2
Smoothed unemployment rate (%),Ipswich - North,310031288,2.5,2.5,2.7,2.9
Smoothed unemployment rate (%),Karalee - Barellan Point,310031289,1.9,2.1,2,2.1
Smoothed unemployment rate (%),Karana Downs,310031290,1.6,1.5,1.5,1.7
Smoothed unemployment rate (%),Leichhardt - One Mile,310031291,16.9,17.1,17.7,18.4
Smoothed unemployment rate (%),North Ipswich - Tivoli,310031292,9.7,9.8,10.1,10.4
Smoothed unemployment rate (%),Raceview,310031293,5.8,5.8,6,6.4
Smoothed unemployment rate (%),Ripley,310031294,2.6,3,3.4,3.8
Smoothed unemployment rate (%),Riverview,310031295,21,21.6,21.8,22.4
Smoothed unemployment rate (%),Bellbird Park - Brookwater,310041296,3.6,3.6,3.8,3.9
Smoothed unemployment rate (%),Camira - Gailes,310041297,5.6,5.6,5.8,5.9
Smoothed unemployment rate (%),Collingwood Park - Redbank,310041299,6.5,6.9,7.3,7.5
Smoothed unemployment rate (%),Goodna,310041300,11.1,11.2,11.4,11.7
Smoothed unemployment rate (%),Redbank Plains,310041302,8.9,9.1,9.6,10.1
Smoothed unemployment rate (%),Springfield,310041303,3.2,3.2,3.4,3.5
Smoothed unemployment rate (%),Springfield Lakes,310041304,2.4,2.5,2.7,2.9
Smoothed unemployment rate (%),Beaudesert,311011305,8.9,9.5,9.6,9.6
Smoothed unemployment rate (%),Beenleigh,311021306,14.1,14.8,14.8,15
Smoothed unemployment rate (%),Eagleby,311021307,12.3,13,13.1,13.3
Smoothed unemployment rate (%),Edens Landing - Holmview,311021308,6.8,7.3,7.3,7.3
Smoothed unemployment rate (%),Mount Warren Park,311021309,6.4,6.8,6.8,6.7
Smoothed unemployment rate (%),Wolffdene - Bahrs Scrub,311021310,3.9,4.1,4,3.9
Smoothed unemployment rate (%),Boronia Heights - Park Ridge,311031311,7.8,8.6,9.1,9.4
Smoothed unemployment rate (%),Browns Plains,311031312,8.3,8.8,8.9,8.8
Smoothed unemployment rate (%),Chambers Flat - Logan Reserve,311031313,5.5,6.1,6.6,7.1
Smoothed unemployment rate (%),Crestmead,311031314,11.2,11.9,11.8,11.7
Smoothed unemployment rate (%),Hillcrest,311031316,4.8,5.3,5.4,5.5
Smoothed unemployment rate (%),Marsden,311031317,10.8,11.3,11.3,11.4
Smoothed unemployment rate (%),Munruben - Park Ridge South,311031318,3.6,3.7,3.6,3.6
Smoothed unemployment rate (%),Regents Park - Heritage Park,311031319,4.7,5,4.9,5
Smoothed unemployment rate (%),Greenbank,311041320,3.1,3.3,3.2,3.3
Smoothed unemployment rate (%),Jimboomba,311041321,4.3,4.6,4.7,4.8
Smoothed unemployment rate (%),Logan Village,311041322,3.7,3.8,3.8,3.7
Smoothed unemployment rate (%),Bethania - Waterford,311051323,6.4,6.7,6.6,6.6
Smoothed unemployment rate (%),Cornubia - Carbrook,311051324,2.3,2.3,2.3,2.4
Smoothed unemployment rate (%),Loganholme - Tanah Merah,311051325,4.7,4.9,4.8,4.8
Smoothed unemployment rate (%),Loganlea,311051326,12.1,13.1,13.4,13.7
Smoothed unemployment rate (%),Shailer Park,311051327,2.6,2.7,2.6,2.6
Smoothed unemployment rate (%),Waterford West,311051328,10.6,11.2,11.3,11.5
Smoothed unemployment rate (%),Daisy Hill,311061329,3.6,3.8,3.8,3.6
Smoothed unemployment rate (%),Kingston (Qld.),311061330,19.9,21.1,20.7,20.4
Smoothed unemployment rate (%),Logan Central,311061331,28.8,30.2,29.6,29.3
Smoothed unemployment rate (%),Rochedale South - Priestdale,311061332,3.1,3.2,3.3,3.2
Smoothed unemployment rate (%),Slacks Creek,311061333,12.5,13.1,13,12.9
Smoothed unemployment rate (%),Springwood,311061334,3.5,3.6,3.6,3.5
