,SA2_MAIN16,STE_NAME16,GCC_CODE16,liberal/national coalition votes,australian labor party votes,totalvotes
0,101021007,New South Wales,1RNSW,655,850,1505
1,101021008,New South Wales,1RNSW,600,937,1537
2,101021009,New South Wales,1RNSW,7954,9937,17891
3,101021010,New South Wales,1RNSW,756,1040,1796
4,101021011,New South Wales,1RNSW,3023,3052,6075
5,101021012,New South Wales,1RNSW,1818,1772,3590
6,101031013,New South Wales,1RNSW,633,404,1037
7,101031014,New South Wales,1RNSW,3313,2584,5897
8,101031015,New South Wales,1RNSW,369,234,603
9,101031016,New South Wales,1RNSW,1794,1315,3109
10,101041017,New South Wales,1RNSW,5083,4898,9981
11,101041018,New South Wales,1RNSW,979,1011,1990
12,101041019,New South Wales,1RNSW,3119,3932,7051
13,101041020,New South Wales,1RNSW,1257,1836,3093
14,101041021,New South Wales,1RNSW,645,831,1476
15,101041023,New South Wales,1RNSW,906,695,1601
16,101041024,New South Wales,1RNSW,435,516,951
17,101041025,New South Wales,1RNSW,3918,3556,7474
18,101041026,New South Wales,1RNSW,1487,2055,3542
19,101041027,New South Wales,1RNSW,2866,3268,6134
20,101051539,New South Wales,1RNSW,10432,7158,17590
21,101051540,New South Wales,1RNSW,2597,1298,3895
22,101061541,New South Wales,1RNSW,2767,2661,5428
23,101061542,New South Wales,1RNSW,2479,2132,4611
24,101061543,New South Wales,1RNSW,5313,2192,7505
25,101061544,New South Wales,1RNSW,1835,931,2766
26,102011028,New South Wales,1GSYD,1277,1338,2615
27,102011029,New South Wales,1GSYD,1247,1155,2402
28,102011030,New South Wales,1GSYD,1282,742,2024
29,102011031,New South Wales,1GSYD,3908,2720,6628
30,102011032,New South Wales,1GSYD,8860,7618,16478
31,102011033,New South Wales,1GSYD,1422,1273,2695
32,102011034,New South Wales,1GSYD,6440,4642,11082
33,102011035,New South Wales,1GSYD,715,621,1336
34,102011036,New South Wales,1GSYD,951,851,1802
35,102011037,New South Wales,1GSYD,1115,1169,2284
36,102011038,New South Wales,1GSYD,1563,1012,2575
37,102011039,New South Wales,1GSYD,4171,3212,7383
38,102011040,New South Wales,1GSYD,3794,4250,8044
39,102011041,New South Wales,1GSYD,2289,1553,3842
40,102011042,New South Wales,1GSYD,8060,7885,15945
41,102011043,New South Wales,1GSYD,2085,2578,4663
42,102021044,New South Wales,1GSYD,3784,4233,8017
43,102021045,New South Wales,1GSYD,1353,2376,3729
44,102021046,New South Wales,1GSYD,1760,2165,3925
45,102021047,New South Wales,1GSYD,2865,3087,5952
46,102021048,New South Wales,1GSYD,3232,4578,7810
47,102021049,New South Wales,1GSYD,551,472,1023
48,102021050,New South Wales,1GSYD,2124,2242,4366
49,102021051,New South Wales,1GSYD,872,795,1667
50,102021052,New South Wales,1GSYD,1431,1400,2831
51,102021053,New South Wales,1GSYD,8058,7641,15699
52,102021054,New South Wales,1GSYD,1623,2046,3669
53,102021055,New South Wales,1GSYD,959,1161,2120
54,102021056,New South Wales,1GSYD,7958,8670,16628
55,102021057,New South Wales,1GSYD,5749,6060,11809
56,103011058,New South Wales,1RNSW,13408,8697,22105
57,103011059,New South Wales,1RNSW,1233,932,2165
58,103011060,New South Wales,1RNSW,1099,566,1665
59,103011061,New South Wales,1RNSW,1229,599,1828
60,103021062,New South Wales,1RNSW,2162,788,2950
61,103021063,New South Wales,1RNSW,4562,2065,6627
62,103021064,New South Wales,1RNSW,1456,480,1936
63,103021065,New South Wales,1RNSW,4325,1406,5731
64,103021066,New South Wales,1RNSW,1446,393,1839
65,103021067,New South Wales,1RNSW,4932,1947,6879
66,103021068,New South Wales,1RNSW,799,337,1136
67,103021069,New South Wales,1RNSW,2630,518,3148
68,103031070,New South Wales,1RNSW,5347,4100,9447
69,103031071,New South Wales,1RNSW,1781,1098,2879
70,103031072,New South Wales,1RNSW,7251,3585,10836
71,103031073,New South Wales,1RNSW,925,611,1536
72,103031074,New South Wales,1RNSW,1645,828,2473
73,103041076,New South Wales,1RNSW,2238,1076,3314
74,103041077,New South Wales,1RNSW,15145,8407,23552
75,103041078,New South Wales,1RNSW,1734,993,2727
76,103041079,New South Wales,1RNSW,3271,1246,4517
77,104011080,New South Wales,1RNSW,10753,5820,16573
78,104011081,New South Wales,1RNSW,2261,1231,3492
79,104011082,New South Wales,1RNSW,7084,3900,10984
80,104021083,New South Wales,1RNSW,881,1871,2752
81,104021084,New South Wales,1RNSW,2283,1677,3960
82,104021085,New South Wales,1RNSW,13156,8515,21671
83,104021086,New South Wales,1RNSW,769,558,1327
84,104021087,New South Wales,1RNSW,812,613,1425
85,104021088,New South Wales,1RNSW,1283,909,2192
86,104021089,New South Wales,1RNSW,4450,3175,7625
87,104021090,New South Wales,1RNSW,1303,1100,2403
88,104021091,New South Wales,1RNSW,3415,2817,6232
89,105011092,New South Wales,1RNSW,794,650,1444
90,105011093,New South Wales,1RNSW,1429,709,2138
91,105011094,New South Wales,1RNSW,841,837,1678
92,105011095,New South Wales,1RNSW,1616,647,2263
93,105011096,New South Wales,1RNSW,1313,994,2307
94,105021097,New South Wales,1RNSW,3982,6696,10678
95,105021098,New South Wales,1RNSW,164,308,472
96,105031099,New South Wales,1RNSW,2266,1564,3830
97,105031100,New South Wales,1RNSW,2796,1374,4170
98,105031101,New South Wales,1RNSW,14502,5890,20392
99,105031102,New South Wales,1RNSW,1214,567,1781
100,105031103,New South Wales,1RNSW,500,165,665
101,105031104,New South Wales,1RNSW,1294,500,1794
102,105031105,New South Wales,1RNSW,1927,716,2643
103,105031106,New South Wales,1RNSW,2467,1273,3740
104,106011107,New South Wales,1RNSW,1813,1876,3689
105,106011108,New South Wales,1RNSW,6631,8331,14962
106,106011109,New South Wales,1RNSW,1110,1295,2405
107,106011110,New South Wales,1RNSW,2767,1629,4396
108,106011111,New South Wales,1RNSW,3656,6908,10564
109,106011112,New South Wales,1RNSW,5809,5297,11106
110,106011113,New South Wales,1RNSW,669,461,1130
111,106021114,New South Wales,1RNSW,910,1464,2374
112,106021115,New South Wales,1RNSW,11553,13925,25478
113,106021116,New South Wales,1RNSW,1692,1404,3096
114,106021117,New South Wales,1RNSW,5295,7736,13031
115,106021118,New South Wales,1RNSW,1761,2378,4139
116,106031119,New South Wales,1RNSW,900,931,1831
117,106031120,New South Wales,1RNSW,1396,1535,2931
118,106031121,New South Wales,1RNSW,8967,6649,15616
119,106031122,New South Wales,1RNSW,6087,7047,13134
120,106031123,New South Wales,1RNSW,1322,858,2180
121,106031124,New South Wales,1RNSW,1745,908,2653
122,106031125,New South Wales,1RNSW,2880,2866,5746
123,106041126,New South Wales,1RNSW,5051,4537,9588
124,106041127,New South Wales,1RNSW,525,494,1019
125,106041128,New South Wales,1RNSW,2028,903,2931
126,106041129,New South Wales,1RNSW,1855,812,2667
127,107011131,New South Wales,1RNSW,7152,14137,21289
128,107011132,New South Wales,1RNSW,841,1719,2560
129,107011134,New South Wales,1RNSW,2292,3765,6057
130,107011545,New South Wales,1RNSW,1167,4155,5322
131,107011546,New South Wales,1RNSW,1003,3033,4036
132,107011547,New South Wales,1RNSW,525,1016,1541
133,107031136,New South Wales,1RNSW,2190,3796,5986
134,107031137,New South Wales,1RNSW,708,1546,2254
135,107031138,New South Wales,1RNSW,4185,4331,8516
136,107031139,New South Wales,1RNSW,897,1100,1997
137,107031140,New South Wales,1RNSW,1513,1592,3105
138,107031141,New South Wales,1RNSW,2453,3653,6106
139,107031142,New South Wales,1RNSW,1503,2973,4476
140,107031143,New South Wales,1RNSW,7641,15296,22937
141,107041144,New South Wales,1RNSW,2845,4691,7536
142,107041145,New South Wales,1RNSW,5827,10785,16612
143,107041146,New South Wales,1RNSW,3359,5302,8661
144,107041147,New South Wales,1RNSW,1875,2294,4169
145,107041148,New South Wales,1RNSW,1773,3409,5182
146,107041150,New South Wales,1RNSW,2954,5571,8525
147,107041548,New South Wales,1RNSW,7592,12023,19615
148,107041549,New South Wales,1RNSW,1143,2645,3788
149,108011151,New South Wales,1RNSW,1246,756,2002
150,108011152,New South Wales,1RNSW,8947,4439,13386
151,108011153,New South Wales,1RNSW,1534,1050,2584
152,108011154,New South Wales,1RNSW,1134,621,1755
153,108021155,New South Wales,1RNSW,7892,4023,11915
154,108021156,New South Wales,1RNSW,1655,961,2616
155,108021157,New South Wales,1RNSW,1589,873,2462
156,108021158,New South Wales,1RNSW,3328,2244,5572
157,108021159,New South Wales,1RNSW,1687,1248,2935
158,108021160,New South Wales,1RNSW,1501,751,2252
159,108031161,New South Wales,1RNSW,72,132,204
160,108041162,New South Wales,1RNSW,6673,3292,9965
161,108041163,New South Wales,1RNSW,17326,8102,25428
162,108041164,New South Wales,1RNSW,3738,1842,5580
163,108041165,New South Wales,1RNSW,1276,411,1687
164,108041166,New South Wales,1RNSW,4859,1843,6702
165,108051167,New South Wales,1RNSW,1734,759,2493
166,108051168,New South Wales,1RNSW,2227,1396,3623
167,108051169,New South Wales,1RNSW,12112,6269,18381
168,108051170,New South Wales,1RNSW,2997,1600,4597
169,108051171,New South Wales,1RNSW,1628,889,2517
170,109011172,New South Wales,1RNSW,2207,1306,3513
171,109011173,New South Wales,1RNSW,2100,1386,3486
172,109011174,New South Wales,1RNSW,12576,6567,19143
173,109011175,New South Wales,1RNSW,3580,1203,4783
174,109011176,New South Wales,1RNSW,3138,2074,5212
175,109021177,New South Wales,1RNSW,870,373,1243
176,109021178,New South Wales,1RNSW,1437,548,1985
177,109021179,New South Wales,1RNSW,774,214,988
178,109031180,New South Wales,1RNSW,2672,1109,3781
179,109031181,New South Wales,1RNSW,1783,714,2497
180,109031182,New South Wales,1RNSW,3544,1426,4970
181,109031183,New South Wales,1RNSW,1635,523,2158
182,109031184,New South Wales,1RNSW,966,340,1306
183,109031185,New South Wales,1RNSW,3155,1098,4253
184,110011186,New South Wales,1RNSW,9139,6610,15749
185,110011187,New South Wales,1RNSW,1097,371,1468
186,110011188,New South Wales,1RNSW,1298,790,2088
187,110011189,New South Wales,1RNSW,1252,216,1468
188,110021190,New South Wales,1RNSW,3679,1352,5031
189,110021191,New South Wales,1RNSW,6176,2205,8381
190,110021192,New South Wales,1RNSW,1096,359,1455
191,110021193,New South Wales,1RNSW,1796,439,2235
192,110021194,New South Wales,1RNSW,2428,979,3407
193,110031195,New South Wales,1RNSW,4075,1046,5121
194,110031196,New South Wales,1RNSW,950,250,1200
195,110031197,New South Wales,1RNSW,4089,1162,5251
196,110031198,New South Wales,1RNSW,1174,271,1445
197,110041199,New South Wales,1RNSW,5058,1640,6698
198,110041200,New South Wales,1RNSW,918,267,1185
199,110041201,New South Wales,1RNSW,2377,1176,3553
200,110041202,New South Wales,1RNSW,4175,2381,6556
201,110041203,New South Wales,1RNSW,13820,6382,20202
202,110041204,New South Wales,1RNSW,1435,861,2296
203,110041205,New South Wales,1RNSW,4670,1774,6444
204,111011206,New South Wales,1RNSW,7058,7729,14787
205,111011207,New South Wales,1RNSW,863,1189,2052
206,111011208,New South Wales,1RNSW,11214,13799,25013
207,111011209,New South Wales,1RNSW,3657,5524,9181
208,111011210,New South Wales,1RNSW,1203,2342,3545
209,111011211,New South Wales,1RNSW,694,847,1541
210,111011212,New South Wales,1RNSW,2344,2965,5309
211,111011213,New South Wales,1RNSW,2929,2473,5402
212,111011214,New South Wales,1RNSW,3008,3265,6273
213,111021215,New South Wales,1RNSW,1370,2314,3684
214,111021216,New South Wales,1RNSW,1356,1458,2814
215,111021217,New South Wales,1RNSW,3459,5067,8526
216,111021218,New South Wales,1RNSW,5867,4471,10338
217,111021219,New South Wales,1RNSW,5509,6366,11875
218,111021220,New South Wales,1RNSW,1577,1837,3414
219,111021221,New South Wales,1RNSW,1311,1944,3255
220,111031222,New South Wales,1RNSW,2745,4268,7013
221,111031223,New South Wales,1RNSW,1131,2259,3390
222,111031224,New South Wales,1RNSW,1137,2710,3847
223,111031225,New South Wales,1RNSW,3216,5416,8632
224,111031226,New South Wales,1RNSW,1600,2970,4570
225,111031227,New South Wales,1RNSW,1850,4819,6669
226,111031228,New South Wales,1RNSW,3568,4192,7760
227,111031229,New South Wales,1RNSW,6911,10557,17468
228,111031231,New South Wales,1RNSW,1070,2870,3940
229,111031232,New South Wales,1RNSW,1352,1991,3343
230,111031233,New South Wales,1RNSW,6483,11681,18164
231,111031234,New South Wales,1RNSW,918,2510,3428
232,111031235,New South Wales,1RNSW,979,3091,4070
233,112011236,New South Wales,1RNSW,8074,7388,15462
234,112011237,New South Wales,1RNSW,3065,2394,5459
235,112011238,New South Wales,1RNSW,688,1730,2418
236,112011239,New South Wales,1RNSW,932,2644,3576
237,112011240,New South Wales,1RNSW,2067,5074,7141
238,112011241,New South Wales,1RNSW,1571,954,2525
239,112011242,New South Wales,1RNSW,1011,1462,2473
240,112011243,New South Wales,1RNSW,925,3086,4011
241,112021244,New South Wales,1RNSW,6571,3189,9760
242,112021245,New South Wales,1RNSW,1339,728,2067
243,112021246,New South Wales,1RNSW,1815,1491,3306
244,112021247,New South Wales,1RNSW,1864,1258,3122
245,112021248,New South Wales,1RNSW,10436,9364,19800
246,112021249,New South Wales,1RNSW,1959,2853,4812
247,112031250,New South Wales,1RNSW,3525,3405,6930
248,112031251,New South Wales,1RNSW,3766,4307,8073
249,112031252,New South Wales,1RNSW,1393,1730,3123
250,112031253,New South Wales,1RNSW,1873,2566,4439
251,112031254,New South Wales,1RNSW,9144,7465,16609
252,112031550,New South Wales,1RNSW,2576,2244,4820
253,112031551,New South Wales,1RNSW,647,419,1066
254,112031552,New South Wales,1RNSW,4761,4453,9214
255,113011256,New South Wales,1RNSW,7900,3062,10962
256,113011257,New South Wales,1RNSW,3407,1016,4423
257,113011258,New South Wales,1RNSW,3681,1634,5315
258,113011259,New South Wales,1RNSW,2150,976,3126
259,113021260,New South Wales,1RNSW,827,676,1503
260,113021261,New South Wales,1RNSW,2695,2498,5193
261,113021262,New South Wales,1RNSW,553,490,1043
262,113031263,New South Wales,1RNSW,3184,1829,5013
263,113031264,New South Wales,1RNSW,1064,704,1768
264,113031265,New South Wales,1RNSW,1501,637,2138
265,113031266,New South Wales,1RNSW,2842,782,3624
266,113031267,New South Wales,1RNSW,4497,2042,6539
267,113031268,New South Wales,1RNSW,1581,836,2417
268,113031269,New South Wales,1RNSW,3702,2462,6164
269,113031270,New South Wales,1RNSW,13782,6787,20569
270,113031271,New South Wales,1RNSW,4441,1542,5983
271,114011272,New South Wales,1RNSW,1751,1859,3610
272,114011273,New South Wales,1RNSW,735,901,1636
273,114011274,New South Wales,1RNSW,982,1221,2203
274,114011276,New South Wales,1RNSW,2430,3131,5561
275,114011277,New South Wales,1RNSW,2130,2476,4606
276,114011278,New South Wales,1RNSW,10577,11622,22199
277,114011279,New South Wales,1RNSW,1756,2634,4390
278,114011280,New South Wales,1RNSW,1006,1052,2058
279,114011281,New South Wales,1RNSW,601,684,1285
280,114011282,New South Wales,1RNSW,6285,6693,12978
281,114011283,New South Wales,1RNSW,415,655,1070
282,114021284,New South Wales,1RNSW,9442,6438,15880
283,114021285,New South Wales,1RNSW,1527,1065,2592
284,114021286,New South Wales,1RNSW,1650,1649,3299
285,114021287,New South Wales,1RNSW,1738,1548,3286
286,114021288,New South Wales,1RNSW,830,719,1549
287,114021289,New South Wales,1RNSW,1179,996,2175
288,115011290,New South Wales,1GSYD,17987,8256,26243
289,115011291,New South Wales,1GSYD,5746,2707,8453
290,115011294,New South Wales,1GSYD,1797,461,2258
291,115011296,New South Wales,1GSYD,3208,1336,4544
292,115011553,New South Wales,1GSYD,1502,700,2202
293,115011554,New South Wales,1GSYD,2437,1032,3469
294,115011555,New South Wales,1GSYD,5708,2457,8165
295,115011556,New South Wales,1GSYD,1343,580,1923
296,115011558,New South Wales,1GSYD,7546,3437,10983
297,115011559,New South Wales,1GSYD,8283,3367,11650
298,115021297,New South Wales,1GSYD,7015,1745,8760
299,115021298,New South Wales,1GSYD,1809,593,2402
300,115031299,New South Wales,1GSYD,458,435,893
301,115031300,New South Wales,1GSYD,6242,3187,9429
302,115041301,New South Wales,1GSYD,3428,991,4419
303,115041302,New South Wales,1GSYD,7891,2965,10856
304,116011303,New South Wales,1GSYD,9136,14436,23572
305,116011304,New South Wales,1GSYD,2281,3386,5667
306,116011306,New South Wales,1GSYD,2728,4754,7482
307,116011307,New South Wales,1GSYD,4957,5228,10185
308,116011308,New South Wales,1GSYD,3553,4963,8516
309,116011560,New South Wales,1GSYD,1730,2707,4437
310,116011561,New South Wales,1GSYD,2036,2923,4959
311,116021309,New South Wales,1GSYD,2696,3629,6325
312,116021310,New South Wales,1GSYD,12721,10547,23268
313,116021312,New South Wales,1GSYD,4010,3251,7261
314,116021562,New South Wales,1GSYD,941,1027,1968
315,116021563,New South Wales,1GSYD,3360,3679,7039
316,116031313,New South Wales,1GSYD,1699,3912,5611
317,116031314,New South Wales,1GSYD,1712,2676,4388
318,116031315,New South Wales,1GSYD,2126,4353,6479
319,116031316,New South Wales,1GSYD,2665,4570,7235
320,116031317,New South Wales,1GSYD,2279,4743,7022
321,116031319,New South Wales,1GSYD,7910,12636,20546
322,117011321,New South Wales,1GSYD,1334,2404,3738
323,117011322,New South Wales,1GSYD,5322,8804,14126
324,117011323,New South Wales,1GSYD,2015,3232,5247
325,117021326,New South Wales,1GSYD,4405,15210,19615
326,117021327,New South Wales,1GSYD,1752,7174,8926
327,117021328,New South Wales,1GSYD,612,2397,3009
328,117031329,New South Wales,1GSYD,1679,3027,4706
329,117031330,New South Wales,1GSYD,1111,4330,5441
330,117031331,New South Wales,1GSYD,2283,6774,9057
331,117031332,New South Wales,1GSYD,1864,9983,11847
332,117031333,New South Wales,1GSYD,3209,5206,8415
333,117031334,New South Wales,1GSYD,1661,2258,3919
334,117031335,New South Wales,1GSYD,1327,3989,5316
335,117031336,New South Wales,1GSYD,1596,4675,6271
336,117031337,New South Wales,1GSYD,18354,23516,41870
337,117031338,New South Wales,1GSYD,2976,4904,7880
338,118011339,New South Wales,1GSYD,2712,3071,5783
339,118011340,New South Wales,1GSYD,2930,3108,6038
340,118011341,New South Wales,1GSYD,10204,6728,16932
341,118011343,New South Wales,1GSYD,5841,2699,8540
342,118011344,New South Wales,1GSYD,1197,321,1518
343,118011345,New South Wales,1GSYD,5133,4574,9707
344,118011346,New South Wales,1GSYD,7651,2519,10170
345,118011347,New South Wales,1GSYD,1448,989,2437
346,118021348,New South Wales,1GSYD,4093,5496,9589
347,118021350,New South Wales,1GSYD,3240,5044,8284
348,118021564,New South Wales,1GSYD,1523,1916,3439
349,118021565,New South Wales,1GSYD,1123,1373,2496
350,118021566,New South Wales,1GSYD,5637,6788,12425
351,118021567,New South Wales,1GSYD,1924,2986,4910
352,118021568,New South Wales,1GSYD,768,1156,1924
353,118021569,New South Wales,1GSYD,6965,8587,15552
354,118021570,New South Wales,1GSYD,1337,2035,3372
355,119011354,New South Wales,1GSYD,3072,4590,7662
356,119011356,New South Wales,1GSYD,1502,2326,3828
357,119011357,New South Wales,1GSYD,2870,5575,8445
358,119011358,New South Wales,1GSYD,7831,5829,13660
359,119011359,New South Wales,1GSYD,6187,4722,10909
360,119011360,New South Wales,1GSYD,3127,2928,6055
361,119011361,New South Wales,1GSYD,1500,3337,4837
362,119011571,New South Wales,1GSYD,1102,2645,3747
363,119011572,New South Wales,1GSYD,4858,10663,15521
364,119021362,New South Wales,1GSYD,5044,8595,13639
365,119021363,New South Wales,1GSYD,3126,5944,9070
366,119021364,New South Wales,1GSYD,4235,5822,10057
367,119021366,New South Wales,1GSYD,1624,3011,4635
368,119021367,New South Wales,1GSYD,1969,2717,4686
369,119021573,New South Wales,1GSYD,865,2993,3858
370,119021574,New South Wales,1GSYD,536,1991,2527
371,119031368,New South Wales,1GSYD,13164,10378,23542
372,119031369,New South Wales,1GSYD,4841,3906,8747
373,119031370,New South Wales,1GSYD,2025,1907,3932
374,119031371,New South Wales,1GSYD,3272,2580,5852
375,119031372,New South Wales,1GSYD,5105,3360,8465
376,119031373,New South Wales,1GSYD,1760,2094,3854
377,119031374,New South Wales,1GSYD,4922,2473,7395
378,119041375,New South Wales,1GSYD,2039,3722,5761
379,119041376,New South Wales,1GSYD,2891,4072,6963
380,119041377,New South Wales,1GSYD,2577,3182,5759
381,119041378,New South Wales,1GSYD,1216,1575,2791
382,119041379,New South Wales,1GSYD,3119,2768,5887
383,119041380,New South Wales,1GSYD,2065,2128,4193
384,119041381,New South Wales,1GSYD,6667,9208,15875
385,119041382,New South Wales,1GSYD,5933,3481,9414
386,120011383,New South Wales,1GSYD,11661,7905,19566
387,120011384,New South Wales,1GSYD,4083,3819,7902
388,120011385,New South Wales,1GSYD,4503,3744,8247
389,120011386,New South Wales,1GSYD,4666,3969,8635
390,120021387,New South Wales,1GSYD,1884,3749,5633
391,120021388,New South Wales,1GSYD,5066,13146,18212
392,120021389,New South Wales,1GSYD,2390,4918,7308
393,120031390,New South Wales,1GSYD,6400,11177,17577
394,120031391,New South Wales,1GSYD,3624,4282,7906
395,120031392,New South Wales,1GSYD,1547,3334,4881
396,120031393,New South Wales,1GSYD,2587,3257,5844
397,120031394,New South Wales,1GSYD,1083,4824,5907
398,120031395,New South Wales,1GSYD,1908,4173,6081
399,120031396,New South Wales,1GSYD,1554,2406,3960
400,120031575,New South Wales,1GSYD,3900,2431,6331
401,120031576,New South Wales,1GSYD,569,645,1214
402,121011398,New South Wales,1GSYD,10113,6396,16509
403,121011399,New South Wales,1GSYD,3415,2808,6223
404,121011400,New South Wales,1GSYD,7291,5115,12406
405,121011401,New South Wales,1GSYD,1550,1290,2840
406,121011402,New South Wales,1GSYD,8526,4715,13241
407,121021403,New South Wales,1GSYD,4132,3151,7283
408,121021404,New South Wales,1GSYD,3025,2607,5632
409,121021406,New South Wales,1GSYD,6194,4004,10198
410,121021577,New South Wales,1GSYD,1848,1599,3447
411,121021578,New South Wales,1GSYD,10125,6597,16722
412,121021579,New South Wales,1GSYD,1011,732,1743
413,121031407,New South Wales,1GSYD,4273,2333,6606
414,121031408,New South Wales,1GSYD,8171,4279,12450
415,121031409,New South Wales,1GSYD,6316,3405,9721
416,121031410,New South Wales,1GSYD,10357,3623,13980
417,121031411,New South Wales,1GSYD,4151,2283,6434
418,121031412,New South Wales,1GSYD,5278,2363,7641
419,121041413,New South Wales,1GSYD,2778,2081,4859
420,121041414,New South Wales,1GSYD,7403,5486,12889
421,121041415,New South Wales,1GSYD,10320,7872,18192
422,121041416,New South Wales,1GSYD,4074,3890,7964
423,121041417,New South Wales,1GSYD,3163,2817,5980
424,122011418,New South Wales,1GSYD,4731,4429,9160
425,122011419,New South Wales,1GSYD,5071,5502,10573
426,122021420,New South Wales,1GSYD,3018,2577,5595
427,122021421,New South Wales,1GSYD,671,358,1029
428,122021422,New South Wales,1GSYD,2956,1979,4935
429,122021423,New South Wales,1GSYD,16791,9041,25832
430,122031424,New South Wales,1GSYD,3168,2063,5231
431,122031425,New South Wales,1GSYD,2006,1038,3044
432,122031426,New South Wales,1GSYD,4353,3948,8301
433,122031427,New South Wales,1GSYD,3274,2186,5460
434,122031428,New South Wales,1GSYD,9687,4906,14593
435,122031429,New South Wales,1GSYD,12926,10973,23899
436,122031430,New South Wales,1GSYD,3049,2919,5968
437,122031431,New South Wales,1GSYD,6351,3690,10041
438,122031432,New South Wales,1GSYD,1416,575,1991
439,123011433,New South Wales,1GSYD,13942,6552,20494
440,123011434,New South Wales,1GSYD,5211,3240,8451
441,123011435,New South Wales,1GSYD,6940,5403,12343
442,123021436,New South Wales,1GSYD,2487,4717,7204
443,123021437,New South Wales,1GSYD,7593,11715,19308
444,123021438,New South Wales,1GSYD,2889,5171,8060
445,123021440,New South Wales,1GSYD,6522,9625,16147
446,123021441,New South Wales,1GSYD,2202,3361,5563
447,123021442,New South Wales,1GSYD,2672,4560,7232
448,123021443,New South Wales,1GSYD,2412,5378,7790
449,123021444,New South Wales,1GSYD,3473,5416,8889
450,123031445,New South Wales,1GSYD,1464,893,2357
451,123031446,New South Wales,1GSYD,2509,1518,4027
452,123031447,New South Wales,1GSYD,4760,3208,7968
453,123031448,New South Wales,1GSYD,2485,1001,3486
454,124011449,New South Wales,1GSYD,783,1836,2619
455,124011450,New South Wales,1GSYD,4122,4894,9016
456,124011452,New South Wales,1GSYD,3440,7905,11345
457,124011453,New South Wales,1GSYD,1442,3106,4548
458,124011454,New South Wales,1GSYD,7016,9174,16190
459,124011455,New South Wales,1GSYD,671,1390,2061
460,124031457,New South Wales,1GSYD,3513,3407,6920
461,124031458,New South Wales,1GSYD,5183,3735,8918
462,124031459,New South Wales,1GSYD,4644,3251,7895
463,124031460,New South Wales,1GSYD,5504,3756,9260
464,124031461,New South Wales,1GSYD,3996,3377,7373
465,124031462,New South Wales,1GSYD,3390,3606,6996
466,124031463,New South Wales,1GSYD,2299,682,2981
467,124031464,New South Wales,1GSYD,13714,10596,24310
468,124031465,New South Wales,1GSYD,1696,805,2501
469,124041466,New South Wales,1GSYD,7311,4682,11993
470,124041467,New South Wales,1GSYD,5690,3938,9628
471,124041468,New South Wales,1GSYD,1713,745,2458
472,124051469,New South Wales,1GSYD,1622,1567,3189
473,124051470,New South Wales,1GSYD,4277,4519,8796
474,124051580,New South Wales,1GSYD,2085,2826,4911
475,124051581,New South Wales,1GSYD,1909,2577,4486
476,125011473,New South Wales,1GSYD,2617,2710,5327
477,125011582,New South Wales,1GSYD,815,2131,2946
478,125011583,New South Wales,1GSYD,667,1639,2306
479,125011584,New South Wales,1GSYD,3084,5454,8538
480,125011585,New South Wales,1GSYD,595,1451,2046
481,125011586,New South Wales,1GSYD,1940,2997,4937
482,125011587,New South Wales,1GSYD,1132,2173,3305
483,125021476,New South Wales,1GSYD,5374,3880,9254
484,125021477,New South Wales,1GSYD,4541,4144,8685
485,125021478,New South Wales,1GSYD,3787,2887,6674
486,125031479,New South Wales,1GSYD,2323,4908,7231
487,125031480,New South Wales,1GSYD,1131,2726,3857
488,125031481,New South Wales,1GSYD,1512,2173,3685
489,125031482,New South Wales,1GSYD,5173,5037,10210
490,125031483,New South Wales,1GSYD,2707,4913,7620
491,125031484,New South Wales,1GSYD,2094,2687,4781
492,125031485,New South Wales,1GSYD,4097,5086,9183
493,125041489,New South Wales,1GSYD,2555,3572,6127
494,125041490,New South Wales,1GSYD,2232,1446,3678
495,125041491,New South Wales,1GSYD,2615,2054,4669
496,125041492,New South Wales,1GSYD,9157,11435,20592
497,125041493,New South Wales,1GSYD,3809,4343,8152
498,125041494,New South Wales,1GSYD,3229,1693,4922
499,125041588,New South Wales,1GSYD,2519,3582,6101
500,125041589,New South Wales,1GSYD,1787,2940,4727
501,126011495,New South Wales,1GSYD,8825,7023,15848
502,126011496,New South Wales,1GSYD,5808,3689,9497
503,126021497,New South Wales,1GSYD,7365,5365,12730
504,126021498,New South Wales,1GSYD,2770,2116,4886
505,126021499,New South Wales,1GSYD,3637,1985,5622
506,126021500,New South Wales,1GSYD,2958,2862,5820
507,126021501,New South Wales,1GSYD,2371,1776,4147
508,126021503,New South Wales,1GSYD,3882,3337,7219
509,126021590,New South Wales,1GSYD,1857,961,2818
510,126021591,New South Wales,1GSYD,9887,7626,17513
511,127011504,New South Wales,1GSYD,1218,2664,3882
512,127011505,New South Wales,1GSYD,2585,1094,3679
513,127011506,New South Wales,1GSYD,7701,6286,13987
514,127011593,New South Wales,1GSYD,2266,1683,3949
515,127011594,New South Wales,1GSYD,1843,3379,5222
516,127011595,New South Wales,1GSYD,6813,7857,14670
517,127011596,New South Wales,1GSYD,2204,2728,4932
518,127011597,New South Wales,1GSYD,2330,2047,4377
519,127021509,New South Wales,1GSYD,1800,3461,5261
520,127021510,New South Wales,1GSYD,3430,3114,6544
521,127021511,New South Wales,1GSYD,1690,5385,7075
522,127021512,New South Wales,1GSYD,1645,3559,5204
