,state,divisionnm_x,pollingplaceid,pollingplacenm,premisesnm,premisessuburb,premisespostcode,latitude,longitude,liberal/national coalition votes,liberal/national coalition percentage,australian labor party votes,australian labor party percentage,totalvotes,SA2_MAIN16,SA2_NAME16,GCC_CODE16,STE_NAME16,AREASQKM16
136,ACT,Fenner,83858,Parkes FENNER PPVC,Old Parliament House,PARKES,2600.0,-35.30196110000001,149.1299644,376,38.02,613,61.98,989,801061068,Parkes (ACT) - South,8ACTE,Australian Capital Territory,1.8118
137,ACT,Fenner,8834,Scullin,Southern Cross Early Childhood School,SCULLIN,2614.0,-35.2325569,149.03840309999998,271,22.91,912,77.09,1183,801011024,Scullin,8ACTE,Australian Capital Territory,1.426
139,ACT,Fenner,97559,Taylor,Margaret Hendry School,TAYLOR,2913.0,-35.1522844,149.11360159999998,484,36.25,851,63.75,1335,801041121,Taylor,8ACTE,Australian Capital Territory,3.0387
141,ACT,Fenner,94016,Weetangera (Fenner),Weetangera Primary School,WEETANGERA,2614.0,-35.2518,149.047,72,30.77,162,69.23,234,801011026,Weetangera,8ACTE,Australian Capital Territory,1.5832
143,NSW,Banks,31,Allawah,PJ Ferry Reserve Community Hall,ALLAWAH,2218.0,-33.976789700000005,151.11489740000002,676,50.64,659,49.36,1335,119041379,Kogarah Bay - Carlton - Allawah,1GSYD,New South Wales,3.5033
144,NSW,Banks,67,Allawah South,St Raphael's Church Hall,SOUTH HURSTVILLE,2221.0,-33.9756,151.111,489,53.09,432,46.91,921,119031374,South Hurstville - Blakehurst,1GSYD,New South Wales,6.2489
145,NSW,Banks,56500,Beverly Hills North (Banks),Beverly Hills North Public School,BEVERLY HILLS,2209.0,-33.9413,151.075,138,48.42,147,51.58,285,119021367,Roselands,1GSYD,New South Wales,3.6461
146,NSW,Banks,79612,Beverly Hills South (Banks),Beverly Hills Public School,BEVERLY HILLS,2209.0,-33.9528,151.085,303,49.43,310,50.57,613,119031368,Hurstville,1GSYD,New South Wales,3.6401
147,NSW,Banks,46,Blakehurst North,Blakehurst High School,BLAKEHURST,2221.0,-33.9814,151.113,187,55.16,152,44.84,339,119031374,South Hurstville - Blakehurst,1GSYD,New South Wales,6.2489
148,NSW,Banks,65425,BLV Banks PPVC,BLV Banks,HURSTVILLE,2220.0,-33.967445899999994,151.10657759999998,7,33.33,14,66.67,21,119031368,Hurstville,1GSYD,New South Wales,3.6401
149,NSW,Banks,56472,Carlton South (Banks),Carlton South Public School,CARLTON,2218.0,-33.9727,151.128,467,44.82,575,55.18,1042,119041379,Kogarah Bay - Carlton - Allawah,1GSYD,New South Wales,3.5033
150,NSW,Banks,65,Carlton West,St Cuthbert's Church Hall,CARLTON,2218.0,-33.976344700000006,151.1206652,644,55.61,514,44.39,1158,119041379,Kogarah Bay - Carlton - Allawah,1GSYD,New South Wales,3.5033
151,NSW,Banks,42,Connells Point (Banks),Connells Point Public School,CONNELLS POINT,2221.0,-33.9855,151.1,1296,68.32,601,31.68,1897,119031374,South Hurstville - Blakehurst,1GSYD,New South Wales,6.2489
152,NSW,Banks,30094,Divisional Office (PREPOLL),Divisional Office,HURSTVILLE,2220.0,-33.9676291,151.1064478,0,0.0,0,0.0,0,119031368,Hurstville,1GSYD,New South Wales,3.6401
153,NSW,Banks,2,East Hills,1st East Hills Scout Hall,EAST HILLS,2213.0,-33.961181700000004,150.982054,616,54.71,510,45.29,1126,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
154,NSW,Banks,79613,Hurstville (Banks),Hurstville Senior Citizens Centre,HURSTVILLE,2220.0,-33.9642,151.102,239,56.37,185,43.63,424,119031368,Hurstville,1GSYD,New South Wales,3.6401
155,NSW,Banks,34046,Hurstville BANKS PPVC,"Level 1, 8 Woodville St",HURSTVILLE,2220.0,-33.966379100000005,151.10683630000003,6129,60.41,4017,39.59,10146,119031368,Hurstville,1GSYD,New South Wales,3.6401
156,NSW,Banks,79614,Hurstville East (Banks),Hurstville Public School,HURSTVILLE,2220.0,-33.9641,151.111,127,51.63,119,48.37,246,119031368,Hurstville,1GSYD,New South Wales,3.6401
157,NSW,Banks,45,Hurstville Grove,Hurstville Grove Infants School,PENSHURST,2222.0,-33.9729154,151.0909386,1004,58.92,700,41.08,1704,119031371,Oatley - Hurstville Grove,1GSYD,New South Wales,4.3549
158,NSW,Banks,43,Hurstville South,Hurstville South Public School,HURSTVILLE,2220.0,-33.9726,151.099,494,55.63,394,44.37,888,119031374,South Hurstville - Blakehurst,1GSYD,New South Wales,6.2489
159,NSW,Banks,4,Lugarno,Lugarno Public School,LUGARNO,2210.0,-33.985015000000004,151.0454806,1771,68.48,815,31.52,2586,119031372,Peakhurst - Lugarno,1GSYD,New South Wales,7.4308
160,NSW,Banks,55,Mortdale Central,Mortdale Community Centre,MORTDALE,2223.0,-33.974839700000004,151.0781603,893,55.6,713,44.4,1606,119031369,Mortdale - Penshurst,1GSYD,New South Wales,6.1164
161,NSW,Banks,56,Mortdale East,Mortdale Public School,MORTDALE,2223.0,-33.9727,151.08100000000002,831,49.23,857,50.77,1688,119031371,Oatley - Hurstville Grove,1GSYD,New South Wales,4.3549
162,NSW,Banks,5,Mortdale West,Penshurst West Public School,MORTDALE,2223.0,-33.9615619,151.0731878,1016,55.49,815,44.51,1831,119031369,Mortdale - Penshurst,1GSYD,New South Wales,6.1164
163,NSW,Banks,6,Narwee,Narwee Public School,NARWEE,2209.0,-33.9482,151.069,1150,51.8,1070,48.2,2220,119031370,Narwee - Beverly Hills,1GSYD,New South Wales,3.3909
164,NSW,Banks,58,Oatley,Oatley Public School,OATLEY,2223.0,-33.9847,151.08100000000002,1128,58.02,816,41.98,1944,119031371,Oatley - Hurstville Grove,1GSYD,New South Wales,4.3549
165,NSW,Banks,83630,Oatley East,Oatley Anglican Church Hall,OATLEY,2223.0,-33.9841934,151.082371,309,59.88,207,40.12,516,119031371,Oatley - Hurstville Grove,1GSYD,New South Wales,4.3549
166,NSW,Banks,59,Oatley West,Oatley West Public School,OATLEY,2223.0,-33.9796,151.065,1343,59.64,909,40.36,2252,119031369,Mortdale - Penshurst,1GSYD,New South Wales,6.1164
167,NSW,Banks,7,Padstow,Padstow Park Public School,PADSTOW,2211.0,-33.9542,151.031,1067,50.59,1042,49.41,2109,119011358,Padstow,1GSYD,New South Wales,6.5091
168,NSW,Banks,83624,Padstow Central,Padstow Congregational Church Hall,PADSTOW,2211.0,-33.95572,151.031707,92,60.13,61,39.87,153,119011358,Padstow,1GSYD,New South Wales,6.5091
169,NSW,Banks,8,Padstow East,Padstow Senior Citizens Centre,PADSTOW,2211.0,-33.949,151.03,853,53.05,755,46.95,1608,119011358,Padstow,1GSYD,New South Wales,6.5091
170,NSW,Banks,58722,Padstow PPVC,Padstow TAFE,PADSTOW,2211.0,-33.9480237,151.02594140000002,4555,59.42,3111,40.58,7666,119011358,Padstow,1GSYD,New South Wales,6.5091
171,NSW,Banks,10,Padstow South,Padstow Heights Public School,PADSTOW HEIGHTS,2211.0,-33.9664348,151.03053640000002,1264,59.51,860,40.49,2124,119011358,Padstow,1GSYD,New South Wales,6.5091
172,NSW,Banks,11,Panania,Panania Senior Citizens Centre,PANANIA,2213.0,-33.9551,150.999,433,52.23,396,47.77,829,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
173,NSW,Banks,12,Panania Central,2nd Panania Scouts Hall,PANANIA,2213.0,-33.9519,150.998,555,56.86,421,43.14,976,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
174,NSW,Banks,13,Panania North,Panania North Public School,PANANIA,2213.0,-33.9451,150.999,923,51.28,877,48.72,1800,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
175,NSW,Banks,14,Panania South,Panania Public School,PANANIA,2213.0,-33.9661,151.0,1453,58.97,1011,41.03,2464,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
176,NSW,Banks,16,Peakhurst East,Peakhurst Public School,PEAKHURST,2210.0,-33.9553,151.061,925,51.3,878,48.7,1803,119031372,Peakhurst - Lugarno,1GSYD,New South Wales,7.4308
177,NSW,Banks,17,Peakhurst South,Peakhurst South Public School,PEAKHURST HEIGHTS,2210.0,-33.97281470000001,151.0555257,1070,60.8,690,39.2,1760,119031372,Peakhurst - Lugarno,1GSYD,New South Wales,7.4308
178,NSW,Banks,18,Peakhurst West,Peakhurst West Public School,PEAKHURST,2210.0,-33.961649200000004,151.0489593,1339,57.82,977,42.18,2316,119031372,Peakhurst - Lugarno,1GSYD,New South Wales,7.4308
179,NSW,Banks,19,Penshurst,Wesley Penshurst Uniting Church Hall,PENSHURST,2222.0,-33.962239000000004,151.086054,619,58.56,438,41.44,1057,119031369,Mortdale - Penshurst,1GSYD,New South Wales,6.1164
180,NSW,Banks,60,Penshurst Central,Penshurst Girls Campus,PENSHURST,2222.0,-33.9641,151.08700000000002,970,48.48,1031,51.52,2001,119031369,Mortdale - Penshurst,1GSYD,New South Wales,6.1164
181,NSW,Banks,22,Picnic Point North,Picnic Point High School,PICNIC POINT,2213.0,-33.9649,151.01,1068,61.95,656,38.05,1724,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
182,NSW,Banks,83635,Picnic Point South,1st Picnic Point Scout Hall,PICNIC POINT,2213.0,-33.9804039,150.9967331,61,76.25,19,23.75,80,119011359,Panania - Milperra - Picnic Point,1GSYD,New South Wales,14.3909
183,NSW,Banks,57281,Revesby,Revesby YMCA,REVESBY,2212.0,-33.9542157,151.0166996,790,49.31,812,50.69,1602,119011360,Revesby,1GSYD,New South Wales,5.0925
184,NSW,Banks,25,Revesby North (Banks),Revesby Public School,REVESBY,2212.0,-33.9447,151.017,992,52.02,915,47.98,1907,119011360,Revesby,1GSYD,New South Wales,5.0925
185,NSW,Banks,26,Revesby South,Revesby South Public School,REVESBY,2212.0,-33.9605,151.017,1187,54.93,974,45.07,2161,119011360,Revesby,1GSYD,New South Wales,5.0925
186,NSW,Banks,3,Riverwood East (Banks),Hannans Road Public School,RIVERWOOD,2210.0,-33.9459,151.058,512,46.76,583,53.24,1095,119031373,Riverwood,1GSYD,New South Wales,2.7733
187,NSW,Banks,27,Riverwood North,Riverwood Public School,RIVERWOOD,2210.0,-33.9476795,151.047088,336,36.44,586,63.56,922,119031373,Riverwood,1GSYD,New South Wales,2.7733
188,NSW,Banks,28,Riverwood South,St Andrew's Church Hall,RIVERWOOD,2210.0,-33.9524734,151.05321730000003,660,52.63,594,47.37,1254,119031373,Riverwood,1GSYD,New South Wales,2.7733
190,NSW,Banks,14011,Sydney (Banks),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,61,40.4,90,59.6,151,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
191,NSW,Banks,97610,Sydney BANKS PPVC,Royal Exchange Building,SYDNEY,2000.0,-33.8638565,151.2092587,299,53.3,262,46.7,561,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
192,NSW,Barton,32,Arncliffe,Arncliffe Community Centre Coronation Hall,ARNCLIFFE,2205.0,-33.938,151.144,357,35.77,641,64.23,998,119041375,Arncliffe - Bardwell Valley,1GSYD,New South Wales,4.9926
193,NSW,Barton,34,Arncliffe Central,Arncliffe Public School,ARNCLIFFE,2205.0,-33.9406,151.14700000000002,485,35.45,883,64.55,1368,119041375,Arncliffe - Bardwell Valley,1GSYD,New South Wales,4.9926
194,NSW,Barton,83610,Arncliffe North,Bayside Anglican Church,ARNCLIFFE,2205.0,-33.939642,151.143493,64,44.14,81,55.86,145,119041375,Arncliffe - Bardwell Valley,1GSYD,New South Wales,4.9926
195,NSW,Barton,2642,Arncliffe West,Athelstane Public School,ARNCLIFFE,2205.0,-33.9374,151.138,733,35.41,1337,64.59,2070,119041375,Arncliffe - Bardwell Valley,1GSYD,New South Wales,4.9926
196,NSW,Barton,2643,Bardwell Park,Bardwell Park Infants School,BARDWELL PARK,2207.0,-33.9338,151.125,503,46.19,586,53.81,1089,119041377,Kingsgrove (South) - Bardwell Park,1GSYD,New South Wales,3.7871
197,NSW,Barton,65982,Belmore BARTON PPVC,Belmore Church of Christ,BELMORE,2192.0,-33.913395,151.104419,851,48.43,906,51.57,1757,119021363,Canterbury (South) - Campsie,1GSYD,New South Wales,4.7777
198,NSW,Barton,2645,Beverly Hills,St Bede's Anglican Church Hall,BEVERLY HILLS,2209.0,-33.9492,151.083,557,49.38,571,50.62,1128,119031370,Narwee - Beverly Hills,1GSYD,New South Wales,3.3909
199,NSW,Barton,2670,Beverly Hills Central,Beverly Hills Uniting Church Hall,BEVERLY HILLS,2209.0,-33.946999999999996,151.079,318,54.45,266,45.55,584,119031370,Narwee - Beverly Hills,1GSYD,New South Wales,3.3909
200,NSW,Barton,2646,Beverly Hills South (Barton),Beverly Hills Public School,BEVERLY HILLS,2209.0,-33.9528,151.085,299,45.93,352,54.07,651,119031368,Hurstville,1GSYD,New South Wales,3.6401
201,NSW,Barton,2647,Bexley,Bexley Baptist Church,BEXLEY,2207.0,-33.9515,151.125,770,41.26,1096,58.74,1866,119041376,Bexley,1GSYD,New South Wales,5.2778
202,NSW,Barton,2640,Bexley East,Bexley Public School,BEXLEY,2207.0,-33.9467,151.128,470,39.93,707,60.07,1177,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
203,NSW,Barton,2649,Bexley North,Bexley North Public School,BEXLEY NORTH,2207.0,-33.9407,151.121,464,40.35,686,59.65,1150,119041377,Kingsgrove (South) - Bardwell Park,1GSYD,New South Wales,3.7871
204,NSW,Barton,2662,Bexley North Park,Kingsgrove/Bexley North Community Centre,BEXLEY NORTH,2207.0,-33.9383,151.109,687,46.8,781,53.2,1468,119041377,Kingsgrove (South) - Bardwell Park,1GSYD,New South Wales,3.7871
205,NSW,Barton,83607,Bexley South,Sydney Technical High School,BEXLEY,2207.0,-33.9625,151.113,312,44.57,388,55.43,700,119041376,Bexley,1GSYD,New South Wales,5.2778
206,NSW,Barton,2650,Bexley West,Bexley West Uniting Church Hall,BEXLEY,2207.0,-33.9522,151.114,792,44.25,998,55.75,1790,119041376,Bexley,1GSYD,New South Wales,5.2778
207,NSW,Barton,65449,BLV Barton PPVC,BLV Barton,ROCKDALE,2216.0,-33.9527866,151.13920159999998,6,30.0,14,70.0,20,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
208,NSW,Barton,38,Brighton-Le-Sands (Barton),Brighton-Le-Sands Public School,BRIGHTON-LE-SANDS,2216.0,-33.9627,151.148,911,48.1,983,51.9,1894,119041380,Monterey - Brighton-le-Sands - Kyeemagh,1GSYD,New South Wales,3.3799
209,NSW,Barton,83605,Brighton North,St Mark's Anglican Church Hall,BRIGHTON-LE-SANDS,2216.0,-33.9605,151.154,302,46.46,348,53.54,650,119041380,Monterey - Brighton-le-Sands - Kyeemagh,1GSYD,New South Wales,3.3799
210,NSW,Barton,2652,Canterbury South,Canterbury South Public School,CANTERBURY,2193.0,-33.9175,151.116,634,31.03,1409,68.97,2043,119021363,Canterbury (South) - Campsie,1GSYD,New South Wales,4.7777
211,NSW,Barton,2653,Carlton,Carlton Public School,BEXLEY,2207.0,-33.9624,151.124,1017,39.01,1590,60.99,2607,119041376,Bexley,1GSYD,New South Wales,5.2778
212,NSW,Barton,47,Carlton South (Barton),Carlton South Public School,CARLTON,2218.0,-33.9727,151.128,271,38.71,429,61.29,700,119041379,Kogarah Bay - Carlton - Allawah,1GSYD,New South Wales,3.5033
213,NSW,Barton,97585,Central Sydney BARTON PPVC,Central Railway Station,HAYMARKET,2000.0,-33.8824351,151.2063239,160,31.13,354,68.87,514,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
214,NSW,Barton,2656,Clemton Park,Clemton Park Public School,KINGSGROVE,2208.0,-33.92951,151.10897,1082,40.97,1559,59.03,2641,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
215,NSW,Barton,83606,Clemton Park West,Clemton Park Baptist Church,KINGSGROVE,2208.0,-33.930361100000006,151.09958899999998,70,50.0,70,50.0,140,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
216,NSW,Barton,30095,Divisional Office (PREPOLL),Divisional Office,ROCKDALE,2216.0,-33.952900799999995,151.1391306,0,0.0,0,0.0,0,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
217,NSW,Barton,83609,Earlwood,Earlwood Uniting Church Hall,EARLWOOD,2206.0,-33.9274,151.123,542,43.85,694,56.15,1236,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
218,NSW,Barton,2660,Earlwood Central,Our Lady of Lourdes Church Hall,EARLWOOD,2206.0,-33.9281,151.127,556,48.06,601,51.94,1157,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
219,NSW,Barton,2661,Earlwood South,Earlwood Public School,EARLWOOD,2206.0,-33.9283,151.124,939,41.48,1325,58.52,2264,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
220,NSW,Barton,79724,Hurlstone Park (Barton),Creative Dance Co,HURLSTONE PARK,2193.0,-33.908507,151.132444,122,25.05,365,74.95,487,120031392,Canterbury (North) - Ashbury,1GSYD,New South Wales,3.0275
221,NSW,Barton,2663,Hurstville (Barton),Hurstville Senior Citizens Centre,HURSTVILLE,2220.0,-33.9642,151.102,547,47.98,593,52.02,1140,119031368,Hurstville,1GSYD,New South Wales,3.6401
222,NSW,Barton,65171,Hurstville BARTON PPVC,"Level 1, 8 Woodville St",HURSTVILLE,2220.0,-33.964924100000005,151.10317609999998,3341,52.08,3074,47.92,6415,119031368,Hurstville,1GSYD,New South Wales,3.6401
223,NSW,Barton,2664,Hurstville East (Barton),Hurstville Public School,HURSTVILLE,2220.0,-33.9641,151.111,517,46.58,593,53.42,1110,119031368,Hurstville,1GSYD,New South Wales,3.6401
224,NSW,Barton,2665,Hurstville North,Kingsway Scout Hall,HURSTVILLE,2220.0,-33.9544,151.096,773,50.66,753,49.34,1526,119031368,Hurstville,1GSYD,New South Wales,3.6401
225,NSW,Barton,2666,Kingsgrove,South-West Evangelical Church Hall,KINGSGROVE,2208.0,-33.9401,151.10299999999998,372,47.39,413,52.61,785,119041377,Kingsgrove (South) - Bardwell Park,1GSYD,New South Wales,3.7871
226,NSW,Barton,79715,Kingsgrove North (Barton),Kingsgrove North High School,KINGSGROVE,2208.0,-33.93385,151.09621,242,50.63,236,49.37,478,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
227,NSW,Barton,2667,Kingsgrove South,Kingsgrove High School,KINGSGROVE,2208.0,-33.9494,151.102,551,43.49,716,56.51,1267,119041377,Kingsgrove (South) - Bardwell Park,1GSYD,New South Wales,3.7871
228,NSW,Barton,50,Kogarah Central,Kogarah High School,KOGARAH,2217.0,-33.9616,151.136,818,38.77,1292,61.23,2110,119041378,Kogarah,1GSYD,New South Wales,2.2197
229,NSW,Barton,51,Kyeemagh,Kyeemagh Public School,KYEEMAGH,2216.0,-33.9497,151.161,535,49.26,551,50.74,1086,119041380,Monterey - Brighton-le-Sands - Kyeemagh,1GSYD,New South Wales,3.3799
230,NSW,Barton,65249,Marrickville BARTON PPVC,Marrickville Town Hall,MARRICKVILLE,2204.0,-33.913688,151.161852,1134,30.94,2531,69.06,3665,117021326,Marrickville,1GSYD,New South Wales,5.8127
231,NSW,Barton,1016,Marrickville Park,Marrickville Uniting Church,MARRICKVILLE,2204.0,-33.9154803,151.15037769999998,291,24.83,881,75.17,1172,117021326,Marrickville,1GSYD,New South Wales,5.8127
232,NSW,Barton,1010,Marrickville South,Ferncourt Public School,MARRICKVILLE,2204.0,-33.9207,151.15200000000002,158,18.81,682,81.19,840,117021326,Marrickville,1GSYD,New South Wales,5.8127
233,NSW,Barton,1011,Marrickville West,Marrickville West Public School,MARRICKVILLE,2204.0,-33.9144,151.14600000000002,318,18.09,1440,81.91,1758,117021326,Marrickville,1GSYD,New South Wales,5.8127
234,NSW,Barton,62,Rockdale,Rockdale Public School,ROCKDALE,2216.0,-33.9527,151.142,419,34.66,790,65.34,1209,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
235,NSW,Barton,33869,Rockdale BARTON PPVC,"Ground Level, 81 Railway St",ROCKDALE,2216.0,-33.951266499999996,151.1364055,3402,41.05,4885,58.95,8287,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
236,NSW,Barton,63,Rockdale Central,Rockdale Uniting Church Hall,ROCKDALE,2216.0,-33.9537,151.139,599,39.25,927,60.75,1526,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
237,NSW,Barton,83616,Rockdale City,Rockdale Harvest Church of Christ,ROCKDALE,2216.0,-33.9505248,151.139653,174,36.02,309,63.98,483,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
238,NSW,Barton,2671,Rockdale West,St Joseph's Parish Centre,ROCKDALE,2216.0,-33.9504,151.136,442,35.08,818,64.92,1260,119041381,Rockdale - Banksia,1GSYD,New South Wales,3.576
240,NSW,Barton,14014,Sydney (Barton),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,112,39.72,170,60.28,282,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
241,NSW,Barton,97609,Sydney BARTON PPVC,Royal Exchange Building,SYDNEY,2000.0,-33.8638565,151.2092587,325,47.45,360,52.55,685,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
242,NSW,Barton,1470,Tempe,Tempe High School,TEMPE,2044.0,-33.919948,151.1610947,304,22.19,1066,77.81,1370,117021328,Sydenham - Tempe - St Peters,1GSYD,New South Wales,3.8539
243,NSW,Barton,2641,Turrella,Arncliffe West Infants School,TURRELLA,2205.0,-33.931874,151.1452122,400,33.9,780,66.1,1180,119041375,Arncliffe - Bardwell Valley,1GSYD,New South Wales,4.9926
244,NSW,Barton,2673,Undercliffe,Undercliffe Public School,EARLWOOD,2206.0,-33.9244,151.139,653,37.27,1099,62.73,1752,119021364,Kingsgrove (North) - Earlwood,1GSYD,New South Wales,8.2016
245,NSW,Bennelong,65453,BLV Bennelong PPVC,BLV Bennelong,CHATSWOOD,2067.0,-33.798182399999995,151.18185390000002,8,57.14,6,42.86,14,121011398,Chatswood (East) - Artarmon,1GSYD,New South Wales,5.0678
246,NSW,Bennelong,634,Carlingford (Bennelong),Carlingford Public School,CARLINGFORD,2118.0,-33.7800229,151.0553219,631,56.24,491,43.76,1122,125021476,Carlingford,1GSYD,New South Wales,9.7457
247,NSW,Bennelong,33926,Carlingford East,Roselea Public School,CARLINGFORD,2118.0,-33.7654,151.053,1090,57.46,807,42.54,1897,125021476,Carlingford,1GSYD,New South Wales,9.7457
248,NSW,Bennelong,97587,Central Sydney BENNELONG PPVC,Central Railway Station,HAYMARKET,2000.0,-33.8824351,151.2063239,133,43.32,174,56.68,307,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
249,NSW,Bennelong,65177,Chatswood BENNELONG PPVC,Old Sydney Water Board Building,CHATSWOOD,2067.0,-33.798182399999995,151.18185390000002,362,58.48,257,41.52,619,121011398,Chatswood (East) - Artarmon,1GSYD,New South Wales,5.0678
250,NSW,Bennelong,638,Denistone,Eastwood Baptist Hall,EASTWOOD,2122.0,-33.79244,151.08353,526,56.08,412,43.92,938,126021497,Eastwood - Denistone,1GSYD,New South Wales,7.8201
251,NSW,Bennelong,639,Denistone East,Denistone East Public School,DENISTONE EAST,2112.0,-33.7935,151.097,1476,56.08,1156,43.92,2632,126021497,Eastwood - Denistone,1GSYD,New South Wales,7.8201
252,NSW,Bennelong,83564,Denistone South,West Ryde Anglican Church,WEST RYDE,2114.0,-33.805626600000004,151.08318,213,56.35,165,43.65,378,126021503,West Ryde - Meadowbank,1GSYD,New South Wales,4.7923
253,NSW,Bennelong,647,Denistone West,Marsden High School,WEST RYDE,2114.0,-33.8036,151.07,635,56.29,493,43.71,1128,126021503,West Ryde - Meadowbank,1GSYD,New South Wales,4.7923
254,NSW,Bennelong,30096,Divisional Office (PREPOLL),Divisional Office,CHATSWOOD,2067.0,-33.798289700000005,151.1819191,0,0.0,0,0.0,0,121011398,Chatswood (East) - Artarmon,1GSYD,New South Wales,5.0678
255,NSW,Bennelong,105,East Ryde,Ryde East Public School,NORTH RYDE,2113.0,-33.8063669,151.1268905,1447,57.38,1075,42.62,2522,126021591,Ryde,1GSYD,New South Wales,7.2682
256,NSW,Bennelong,33877,East Ryde Central,Ryde Secondary College,RYDE,2112.0,-33.81339129999999,151.1200494,369,56.25,287,43.75,656,126021591,Ryde,1GSYD,New South Wales,7.2682
257,NSW,Bennelong,83497,East Ryde Heights,East Ryde Scout Hall,RYDE,2112.0,-33.8086005,151.126175,218,53.43,190,46.57,408,126021591,Ryde,1GSYD,New South Wales,7.2682
258,NSW,Bennelong,642,Eastwood,Eastwood Public School,EASTWOOD,2122.0,-33.7928,151.078,1200,55.94,945,44.06,2145,126021497,Eastwood - Denistone,1GSYD,New South Wales,7.8201
259,NSW,Bennelong,80,Eastwood Heights,Eastwood Heights Public School,EASTWOOD,2122.0,-33.7817,151.096,740,58.18,532,41.82,1272,126021497,Eastwood - Denistone,1GSYD,New South Wales,7.8201
260,NSW,Bennelong,83568,Eastwood PPVC,"Ground Floor, 3-5 Trelawney St",EASTWOOD,2122.0,-33.792735,151.0795811,2465,59.93,1648,40.07,4113,126021497,Eastwood - Denistone,1GSYD,New South Wales,7.8201
