sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
302021028,5111,394,128,1452,703,1113,92,1337,0.07708863236157308,0.025044022696145567,0.28409313245940127,0.137546468401487,0.261592643318333,0.38622578751711995
302021029,3083,254,145,896,522,817,49,951,0.08238728511190399,0.04703211157963023,0.29062601362309437,0.16931560168666884,0.30846578008433345,0.4200454103146286
302021030,2097,120,86,591,354,575,37,676,0.05722460658082976,0.04101096804959466,0.28183118741058655,0.1688125894134478,0.3223652837386743,0.380066762041011
302021031,7523,754,361,2640,1076,1502,109,1778,0.10022597368071248,0.04798617572776818,0.35092383357703044,0.14302804732154725,0.23634188488634852,0.4991359829855111
302021032,3478,248,149,1131,478,909,72,1051,0.07130534790109258,0.04284071305347901,0.32518688901667625,0.1374353076480736,0.30218516388729155,0.43933294997124783
302021033,3434,247,158,981,538,837,56,1004,0.07192778101339546,0.046010483401281305,0.28567268491555037,0.1566686080372743,0.29237041351193943,0.4036109493302271
302021034,5076,431,243,1709,795,1181,46,1382,0.08490937746256895,0.047872340425531915,0.33668242710795904,0.1566193853427896,0.2722616233254531,0.4694641449960599
302031035,4340,276,148,1038,802,1352,87,1578,0.06359447004608294,0.034101382488479264,0.2391705069124424,0.1847926267281106,0.363594470046083,0.3368663594470046
302031036,143,3,3,12,8,9,0,10,0.02097902097902098,0.02097902097902098,0.08391608391608392,0.055944055944055944,0.06993006993006994,0.1258741258741259
302031037,519,34,15,155,74,113,3,131,0.06551059730250482,0.028901734104046242,0.29865125240847784,0.14258188824662812,0.2524084778420039,0.3930635838150289
302031038,3517,273,169,1104,512,866,58,1007,0.07762297412567529,0.048052317315894225,0.3139038953653682,0.1455786181404606,0.28632357122547625,0.43957918680693775
302031039,4771,326,187,1221,740,1300,84,1520,0.06832949067281492,0.03919513728778034,0.25592119052609513,0.15510375183399708,0.3185914902536156,0.36344581848669044
302031040,7266,722,291,2398,1123,1450,116,1721,0.09936691439581613,0.040049545829892653,0.3300302780071566,0.15455546380401872,0.23685659234792183,0.4694467382328654
302041041,7806,408,234,1797,1417,2652,152,3059,0.05226748654880861,0.02997694081475788,0.23020753266717908,0.18152703048936716,0.39187804253138614,0.3124519600307456
302041042,4687,263,182,1130,789,1435,70,1660,0.05611265201621506,0.03883080861958609,0.24109238318754,0.16833795604864518,0.35417111158523573,0.3360358438233412
302041043,1759,78,62,392,267,593,31,668,0.04434337691870381,0.03524729960204662,0.2228538942581012,0.15179079022171688,0.37976122797043776,0.3024445707788516
302041044,3593,294,195,966,511,827,44,954,0.08182577233509603,0.054272195936543276,0.2688561091010298,0.14222098524909546,0.26551628165878094,0.4049540773726691
302041045,6022,523,195,1738,1045,1438,115,1737,0.08684822318166723,0.032381268681501166,0.288608435735636,0.17353038857522418,0.28844237794752575,0.4078379275988044
302041046,4317,262,98,1019,719,1262,105,1491,0.06069029418577716,0.022700949733611305,0.23604354876071346,0.1665508454945564,0.34537873523280055,0.31943479268010194
303011047,5980,683,326,2298,783,1053,75,1263,0.11421404682274247,0.05451505016722408,0.3842809364548495,0.13093645484949834,0.2112040133779264,0.553010033444816
303011048,3070,257,134,946,422,707,34,803,0.08371335504885993,0.04364820846905537,0.30814332247557,0.13745928338762214,0.26156351791530946,0.43550488599348536
303011049,5866,453,275,1852,951,1276,68,1482,0.07722468462325265,0.04688032730992158,0.31571769519263554,0.16212069553358335,0.25264234572110467,0.43982270712580973
303011050,3523,328,161,1144,550,816,63,972,0.09310246948623332,0.04569968776610843,0.3247232472324723,0.15611694578484248,0.27590122055066707,0.46352540448481405
303011051,8099,981,403,2897,1235,1421,101,1759,0.12112606494628966,0.04975922953451043,0.3576984812939869,0.15248796147672553,0.21718730707494752,0.528583775774787
303021052,7024,948,331,2663,869,1022,101,1258,0.13496583143507973,0.047124145785876995,0.37912870159453305,0.12371867881548974,0.1791002277904328,0.5612186788154897
303021053,9685,1187,508,3752,1356,1492,101,1777,0.12256066081569437,0.052452245740836345,0.38740320082601964,0.14001032524522458,0.18347960764068147,0.5624161073825503
303021054,2845,522,163,1091,292,391,25,464,0.1834797891036907,0.05729349736379613,0.3834797891036907,0.10263620386643234,0.16309314586994728,0.6242530755711775
303021055,5654,679,265,2152,784,883,70,1070,0.12009197028652281,0.04686947293951185,0.3806154934559604,0.13866289352670674,0.1892465511142554,0.547576936681995
303021056,4350,488,265,1575,585,799,48,945,0.11218390804597701,0.06091954022988506,0.3620689655172414,0.13448275862068965,0.21724137931034482,0.5351724137931034
303021057,3533,369,186,1303,505,683,47,787,0.10444381545428814,0.05264647608264931,0.36880837814888195,0.14293801302009623,0.22275686385508067,0.5258986696858194
303021058,3492,445,143,1270,373,505,35,598,0.12743413516609392,0.04095074455899198,0.36368843069873996,0.106815578465063,0.17124856815578465,0.5320733104238259
303021059,5741,790,313,2142,738,737,65,902,0.1376066887301864,0.05452011844626372,0.3731057307089357,0.12854903326946526,0.1571154851071242,0.5652325378853859
303031060,7845,1291,267,2845,1166,1175,90,1449,0.1645634161886552,0.034034416826003826,0.36265137029955385,0.14862970044614404,0.1847036328871893,0.5612492033142129
303031061,3114,500,102,1122,426,440,47,560,0.16056518946692358,0.03275529865125241,0.3603082851637765,0.13680154142581888,0.1798330122029544,0.5536287732819525
303031062,4168,394,175,1291,677,944,62,1139,0.09452975047984645,0.041986564299424184,0.30974088291746643,0.16242802303262957,0.2732725527831094,0.44625719769673705
303031063,8064,852,373,2660,1122,1632,117,1939,0.1056547619047619,0.04625496031746032,0.3298611111111111,0.13913690476190477,0.2404513888888889,0.4817708333333333
303031064,3213,473,125,1177,446,559,37,676,0.14721444133208839,0.03890445066915655,0.3663243075007781,0.13881107998755057,0.21039526921879864,0.552443199502023
303031065,4868,528,168,1642,702,936,91,1140,0.10846343467543139,0.03451109285127362,0.3373048479868529,0.14420706655710763,0.2341824157764996,0.4802793755135579
303031066,5444,579,251,1794,873,1080,89,1317,0.10635562086700955,0.04610580455547392,0.3295371050698016,0.16036002939015429,0.24191770756796474,0.4819985304922851
303041067,2924,411,87,874,421,564,53,673,0.1405608755129959,0.02975376196990424,0.29890560875512995,0.14398084815321477,0.2301641586867305,0.4692202462380301
303041068,5719,660,289,1889,781,1201,77,1414,0.11540479104738591,0.05053331001923413,0.3303025004371394,0.13656233607274,0.24724602203182375,0.49624060150375937
303041069,2719,575,83,1040,342,294,24,368,0.21147480691430673,0.030525928650239058,0.38249356381022437,0.1257815373299007,0.1353438764251563,0.6244942993747702
303041070,3716,413,141,1101,504,895,57,1040,0.11114101184068892,0.03794402583423036,0.296286329386437,0.1356297093649085,0.2798708288482239,0.44537136706135627
303041071,5718,705,358,2087,763,1023,70,1216,0.12329485834207765,0.06260930395243092,0.36498775795732774,0.13343826512766702,0.21266176984959775,0.5508919202518363
303051072,4082,326,88,1044,667,1143,70,1346,0.07986281234688879,0.021558059774620286,0.25575698187163154,0.1634002939735424,0.3297403233708966,0.3571778539931406
303051073,10624,1697,293,3816,1580,1716,136,2078,0.15973268072289157,0.02757906626506024,0.35918674698795183,0.14871987951807228,0.19559487951807228,0.5464984939759037
303051074,2154,225,67,601,365,542,31,639,0.10445682451253482,0.031104921077065924,0.27901578458681525,0.16945218198700093,0.2966573816155989,0.41457753017641596
303051075,7109,813,195,2105,1215,1757,145,2108,0.11436207624138416,0.027430018286678858,0.2961035307356872,0.17091011394007596,0.29652553101702067,0.4378956252637502
303051076,4190,241,73,843,550,1301,115,1544,0.05751789976133652,0.017422434367541765,0.20119331742243438,0.13126491646778043,0.3684964200477327,0.27613365155131264
303061077,3822,523,124,1404,559,684,37,847,0.1368393511250654,0.032443746729461015,0.3673469387755102,0.14625850340136054,0.2216117216117216,0.5366300366300366
303061078,7293,1047,188,2390,1241,1316,101,1573,0.14356232003290828,0.02577814342520225,0.32771150418209244,0.17016317016317017,0.21568627450980393,0.49705196764020293
303061079,4426,593,140,1550,646,742,66,915,0.13398102123813826,0.031631269769543606,0.3502033438770899,0.14595571622232265,0.20673294170808856,0.5158156348847718
303061080,9006,1201,241,2921,1346,1575,110,1912,0.1333555407506107,0.026759937819231625,0.32433932933599824,0.14945591827670443,0.21230290917166333,0.48445480790584056
304011081,4140,489,203,1436,646,810,61,992,0.11811594202898551,0.04903381642512077,0.3468599033816425,0.15603864734299516,0.2396135265700483,0.5140096618357488
304011082,3631,399,178,1161,630,844,40,997,0.10988708344808593,0.04902230790415863,0.3197466262737538,0.1735059212338199,0.2745800055081245,0.47865601762599835
304011083,2053,172,86,610,356,550,36,635,0.08377983438869946,0.04188991719434973,0.29712615684364346,0.1734047735021919,0.3093034583536288,0.4227959084266926
304011084,5262,739,237,1879,757,799,57,973,0.14044089699733942,0.04503990877993159,0.35708855948308627,0.14386164956290384,0.18491068034967692,0.5425693652603573
304011085,2336,297,120,850,394,421,17,502,0.1271404109589041,0.05136986301369863,0.3638698630136986,0.16866438356164384,0.2148972602739726,0.5423801369863014
304021086,5248,623,217,1712,947,1068,94,1298,0.11871189024390244,0.04134908536585366,0.32621951219512196,0.18044969512195122,0.24733231707317074,0.48628048780487804
304021087,3995,697,210,1491,497,412,26,544,0.17446808510638298,0.052565707133917394,0.3732165206508135,0.12440550688360451,0.13617021276595745,0.6002503128911139
304021088,6110,1263,404,2431,737,578,55,741,0.2067103109656301,0.06612111292962357,0.39787234042553193,0.12062193126022913,0.12127659574468085,0.6707037643207856
304021089,2224,428,117,924,298,211,15,271,0.19244604316546762,0.05260791366906475,0.4154676258992806,0.13399280575539568,0.12185251798561152,0.6605215827338129
304021090,4924,886,301,1920,729,609,49,768,0.17993501218521527,0.06112916328188465,0.38992688870836717,0.14805036555645817,0.15597075548334688,0.6309910641754671
304021091,3017,506,154,1100,448,391,20,494,0.16771627444481274,0.05104408352668213,0.3646005966191581,0.14849187935034802,0.16373881339078555,0.583360954590653
304031092,4097,699,254,1714,488,461,32,562,0.170612643397608,0.06199658286551135,0.41835489382474983,0.11911154503295093,0.13717354161581646,0.6509641200878692
304031093,2632,378,153,1001,341,356,33,438,0.14361702127659576,0.058130699088145894,0.3803191489361702,0.1295592705167173,0.16641337386018237,0.5820668693009119
304031094,7323,1463,367,3158,683,687,66,875,0.19978151030998226,0.05011607264782193,0.43124402567253856,0.093267786426328,0.11948654922845828,0.6811416086303428
304031095,3262,560,181,1323,346,445,25,536,0.17167381974248927,0.05548743102391171,0.4055793991416309,0.10606989576946659,0.16431637032495403,0.6327406499080319
304031096,6794,1700,234,2719,673,397,95,570,0.25022078304386225,0.034442154842508094,0.4002060641742714,0.09905799234618781,0.08389755666764792,0.6848690020606417
304031097,5439,1093,263,2363,576,505,51,639,0.20095605809891523,0.0483544769259055,0.4344548630262916,0.10590182018753447,0.11748483177054606,0.6837653980511124
304041098,4377,395,219,1400,632,973,80,1133,0.09024445967557689,0.050034270047978065,0.3198537811286269,0.144391135480923,0.25885309572766735,0.4601325108521819
304041099,15,3,0,3,0,3,0,3,0.2,0.0,0.2,0.0,0.2,0.4
304041100,3374,238,155,910,570,916,57,1061,0.07053941908713693,0.04593953764078246,0.2697095435684647,0.16893894487255484,0.3144635447540012,0.38618850029638413
304041101,4339,444,226,1432,705,945,63,1102,0.10232772528232312,0.0520857340401014,0.33002996082046554,0.1624798340631482,0.2539755704079281,0.48444342014289005
304041102,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
304041103,9001,1176,549,3295,1424,1421,113,1736,0.13065214976113765,0.06099322297522498,0.3660704366181535,0.1582046439284524,0.1928674591712032,0.5577158093545161
304041104,4861,385,254,1439,865,1285,80,1497,0.0792018103270932,0.052252622917095246,0.2960296235342522,0.17794692450113145,0.3079613248302818,0.42748405677844065
305011105,6820,1095,246,2694,805,578,78,776,0.16055718475073313,0.036070381231671556,0.39501466275659824,0.11803519061583578,0.11378299120234604,0.591642228739003
305011106,5109,556,155,1786,605,725,81,894,0.1088275592092386,0.03033861812487767,0.34957917400665495,0.11841847719710315,0.17498532002348796,0.4887453513407712
305011107,3898,696,197,1449,397,417,41,504,0.17855310415597742,0.050538737814263726,0.3717290918419702,0.10184710107747563,0.129297075423294,0.6008209338122114
305011108,5583,732,219,2128,690,791,54,956,0.13111230521225148,0.03922622246104245,0.38115708400501525,0.12358946802794196,0.17123410352856888,0.5514956116783092
305011109,8853,1120,424,3210,885,906,71,1147,0.12651078730373885,0.047893369479272564,0.36258895289732296,0.09996611318197221,0.1295606009262397,0.5369931096803343
305011110,4695,786,185,1875,526,463,49,567,0.16741214057507986,0.039403620873269436,0.3993610223642173,0.11203407880724174,0.1207667731629393,0.6061767838125666
305011111,4102,551,169,1676,424,358,46,470,0.13432471964895173,0.04119941491955144,0.4085811799122379,0.10336421257922965,0.11457825450999512,0.5841053144807411
305011112,6169,1139,340,2330,611,587,49,726,0.1846328416274923,0.055114281082833526,0.3776949262441238,0.09904360512238612,0.11768520019452099,0.6174420489544497
305021113,2387,291,134,858,322,428,19,499,0.12191034771679933,0.056137410976120655,0.35944700460829493,0.1348973607038123,0.2090490155006284,0.5374947633012149
305021114,3934,527,208,1403,543,583,35,691,0.13396034570411794,0.05287239450940519,0.35663446873411286,0.13802745297407218,0.17564819522114897,0.543467208947636
305021115,3562,408,160,1339,476,541,39,656,0.11454239191465469,0.044918585064570464,0.3759124087591241,0.13363279056709715,0.18416619876473891,0.5353733857383493
305021116,2825,408,133,1170,395,389,26,461,0.14442477876106194,0.047079646017699116,0.41415929203539825,0.13982300884955753,0.1631858407079646,0.6056637168141593
305021117,7362,688,373,2621,1117,1431,70,1677,0.093452866069003,0.05066558000543331,0.35601738657973375,0.1517250747079598,0.22779136104319478,0.50013583265417
305021118,3604,406,209,1402,465,614,44,718,0.11265260821309656,0.05799112097669257,0.3890122086570477,0.129023307436182,0.19922308546059933,0.5596559378468369
305031119,1732,184,95,635,235,283,21,335,0.10623556581986143,0.05484988452655889,0.3666281755196305,0.13568129330254042,0.19341801385681293,0.5277136258660509
305031120,3491,368,224,1447,483,538,35,645,0.10541392151246061,0.0641649957032369,0.41449441420796335,0.13835577198510454,0.18476081352048124,0.5840733314236608
305031121,3040,354,133,1159,454,419,31,528,0.11644736842105263,0.04375,0.38125,0.1493421052631579,0.1736842105263158,0.5414473684210527
305031122,6118,761,317,2327,936,841,71,1037,0.12438705459300425,0.05181431840470742,0.3803530565544295,0.15299117358613926,0.16949983654789147,0.5565544295521412
305031123,2232,325,148,897,287,333,13,387,0.14560931899641577,0.06630824372759857,0.4018817204301075,0.128584229390681,0.17338709677419356,0.6137992831541219
305031124,3957,429,146,1362,528,587,37,707,0.10841546626231995,0.036896638867829165,0.34420015163002277,0.133434420015163,0.17867071013393984,0.48951225676017185
305031125,2498,247,123,906,378,409,25,497,0.0988791032826261,0.04923939151321057,0.36269015212169736,0.1513210568454764,0.1989591673338671,0.510808646917534
305031126,6024,951,268,2388,686,625,54,758,0.15786852589641434,0.04448871181938911,0.39641434262948205,0.11387782204515272,0.12583001328021248,0.5987715803452855
305031127,2952,366,144,1181,337,455,41,558,0.12398373983739837,0.04878048780487805,0.4000677506775068,0.11415989159891599,0.18902439024390244,0.5728319783197832
305031128,7915,1035,361,2972,882,866,61,1043,0.13076437144662034,0.04560960202147821,0.37548957675300065,0.11143398610233733,0.13177511054958937,0.5518635502210992
305031129,2225,330,152,977,228,301,15,343,0.14831460674157304,0.06831460674157304,0.4391011235955056,0.10247191011235955,0.1541573033707865,0.6557303370786517
305031130,4375,495,237,1765,557,716,61,836,0.11314285714285714,0.05417142857142857,0.4034285714285714,0.1273142857142857,0.19108571428571428,0.5707428571428571
305031131,5622,653,282,2179,752,873,69,1051,0.11615083600142298,0.05016008537886873,0.38758448950551405,0.13376022767698328,0.18694414799003914,0.5538954108858057
305041132,7315,1133,469,2964,904,981,60,1172,0.1548872180451128,0.06411483253588517,0.4051948051948052,0.12358168147641832,0.16021872863978126,0.6241968557758032
305041133,3563,593,192,1527,342,344,24,421,0.1664327813640191,0.053887173730002805,0.42857142857142855,0.0959865282065675,0.11815885489755824,0.6488913836654505
305041134,5440,957,373,2367,592,562,33,680,0.17591911764705884,0.06856617647058824,0.43511029411764707,0.10882352941176471,0.125,0.6795955882352941
305041135,6807,1019,354,3068,746,740,42,894,0.14969883942999854,0.05200528867342442,0.4507125018363449,0.10959306596151021,0.13133539003966505,0.6524166299397679
305041136,3652,505,200,1488,383,471,27,543,0.13828039430449068,0.054764512595837894,0.40744797371303393,0.10487404162102958,0.1486856516976999,0.6004928806133626
305041137,7003,1233,333,3002,704,684,61,837,0.17606739968584892,0.04755104955019277,0.42867342567471084,0.10052834499500214,0.11952020562616021,0.6522918749107526
306011138,2670,146,102,593,524,846,37,963,0.05468164794007491,0.038202247191011236,0.22209737827715356,0.19625468164794008,0.36067415730337077,0.3149812734082397
306011139,5699,371,181,1215,1021,1653,98,1935,0.0650991402000351,0.03175995788734866,0.21319529742060012,0.17915423758554133,0.33953325144762236,0.31005439550798386
306011140,2032,150,83,584,317,547,29,630,0.07381889763779527,0.04084645669291338,0.2874015748031496,0.15600393700787402,0.31003937007874016,0.4020669291338583
306011141,6360,324,235,1467,1069,1997,101,2269,0.0509433962264151,0.036949685534591194,0.23066037735849057,0.1680817610062893,0.3567610062893082,0.31855345911949684
306011142,7137,419,227,1513,1170,2362,113,2703,0.05870814067535379,0.03180608098640886,0.21199383494465462,0.16393442622950818,0.3787305590584279,0.3025080566064173
306011143,3539,143,109,639,498,1037,71,1243,0.040406894602995194,0.030799660921164172,0.1805594800791184,0.1407177168691721,0.3512291607798813,0.25176603560327776
306021144,3235,63,65,439,502,1329,99,1548,0.01947449768160742,0.02009273570324575,0.1357032457496136,0.155177743431221,0.478516228748068,0.17527047913446678
306021145,6981,381,172,1624,990,1288,127,1570,0.054576708207993124,0.024638303967912906,0.23263142816215443,0.14181349376880104,0.22489614668385619,0.31184644033806047
306021146,3873,159,97,738,555,1383,90,1589,0.041053446940356314,0.025045184611412342,0.19054996127033308,0.14329976762199845,0.41027627162406405,0.25664859282210173
306021147,4367,74,72,565,592,1918,123,2206,0.016945271353331806,0.016487291046485,0.12937943668422258,0.13556217082665445,0.5051522784520266,0.1628119990840394
306021148,3870,94,95,539,543,1620,81,1825,0.02428940568475452,0.02454780361757106,0.1392764857881137,0.14031007751937985,0.4715762273901809,0.18811369509043926
306021149,4676,210,129,995,703,1468,91,1693,0.04491017964071856,0.027587681779298545,0.21278870829769034,0.1503421727972626,0.3620615911035073,0.28528656971770744
306021150,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
306021151,2780,67,53,379,326,800,90,993,0.02410071942446043,0.019064748201438848,0.13633093525179857,0.11726618705035971,0.35719424460431654,0.17949640287769783
306021152,2561,78,39,354,320,776,91,953,0.030456852791878174,0.015228426395939087,0.138227254978524,0.12495119094103865,0.37212026552128075,0.18391253416634126
306021153,3700,140,98,737,629,1366,115,1599,0.03783783783783784,0.026486486486486487,0.19918918918918918,0.17,0.4321621621621622,0.2635135135135135
306021154,3306,85,68,571,413,830,102,1038,0.02571082879612825,0.0205686630369026,0.17271627344222626,0.1249243799153055,0.3139745916515426,0.2189957652752571
306021155,2076,40,27,257,259,781,60,925,0.019267822736030827,0.01300578034682081,0.12379576107899808,0.12475915221579961,0.4455684007707129,0.15606936416184972
306021156,4312,310,181,1143,652,1191,83,1400,0.07189239332096475,0.04197588126159555,0.26507421150278293,0.15120593692022263,0.3246753246753247,0.37894248608534326
306021157,2122,41,33,276,274,760,74,908,0.01932139491046183,0.015551366635249765,0.13006597549481622,0.1291234684260132,0.4278982092365693,0.1649387370405278
306031158,1921,31,36,251,213,790,49,919,0.016137428422696512,0.018740239458615304,0.13066111400312339,0.11087975013014055,0.478396668401874,0.1655387818844352
306031159,3939,95,61,518,437,1394,113,1639,0.024117796395024118,0.015486164001015486,0.1315054582381315,0.11094186341711094,0.4160954556994161,0.17110941863417112
306031160,3393,45,67,404,422,1460,85,1650,0.013262599469496022,0.0197465369879163,0.11906867079280872,0.12437371058060713,0.48629531388152075,0.15207780725022105
306031161,4651,90,87,605,552,1747,114,2005,0.01935067727370458,0.018705654697914426,0.13007955278434746,0.11868415394538809,0.43109008815308536,0.16813588475596647
306031162,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
306031163,605,3,13,38,62,187,54,263,0.0049586776859504135,0.021487603305785124,0.0628099173553719,0.1024793388429752,0.43471074380165287,0.08925619834710743
306041164,3157,72,78,421,368,1146,79,1342,0.022806461830852075,0.024707000316756416,0.13335445042762115,0.1165663604687995,0.4250871080139373,0.18086791257522966
306041165,3052,119,58,558,471,822,56,986,0.0389908256880734,0.019003931847968544,0.18283093053735255,0.15432503276539974,0.32306684141546527,0.2408256880733945
306051166,4825,144,110,781,697,1769,117,2047,0.029844559585492227,0.022797927461139896,0.16186528497409328,0.1444559585492228,0.42424870466321246,0.21450777202072538
306051167,2498,41,39,254,276,795,65,942,0.016413130504403524,0.015612489991993595,0.10168134507606084,0.11048839071257005,0.37710168134507605,0.13370696557245795
306051168,2437,128,72,454,363,743,55,891,0.05252359458350431,0.029544521953221173,0.18629462453836684,0.14895363151415675,0.36561345917111204,0.26836274107509234
306051169,4109,181,113,717,597,1445,95,1676,0.04404964711608664,0.02750060842054028,0.17449501095156972,0.1452908250182526,0.4078851302019956,0.24604526648819663
306051170,4542,92,72,670,542,1541,112,1797,0.02025539409951563,0.015852047556142668,0.14751210920299426,0.11933069132540731,0.3956406869220608,0.18361955085865259
307011171,1698,33,39,305,272,505,42,600,0.019434628975265017,0.022968197879858657,0.17962308598351,0.160188457008245,0.35335689045936397,0.22202591283863368
307011172,3409,54,47,478,412,1201,98,1408,0.0158404224112643,0.013787034320915225,0.14021707245526546,0.12085655617483133,0.4130243473159284,0.169844529187445
307011173,2623,49,49,482,333,866,67,1016,0.018680899733130005,0.018680899733130005,0.18375905451772778,0.12695386961494473,0.3873427373236752,0.22112085398398781
307011174,1624,27,28,246,252,498,31,595,0.0166256157635468,0.017241379310344827,0.15147783251231528,0.15517241379310345,0.36637931034482757,0.1853448275862069
307011175,1780,23,21,276,233,553,39,658,0.012921348314606741,0.011797752808988765,0.1550561797752809,0.13089887640449438,0.36966292134831463,0.1797752808988764
307011176,3140,82,75,558,383,1086,82,1247,0.026114649681528664,0.02388535031847134,0.17770700636942674,0.12197452229299363,0.39713375796178346,0.22770700636942676
307011177,2223,26,23,346,387,726,69,901,0.011695906432748537,0.0103463787674314,0.1556455240665767,0.17408906882591094,0.4053081421502474,0.17768780926675665
307011178,1830,15,16,164,191,480,63,599,0.00819672131147541,0.008743169398907104,0.08961748633879782,0.10437158469945355,0.3273224043715847,0.10655737704918032
307021179,3645,88,73,493,553,1368,101,1588,0.024142661179698217,0.020027434842249656,0.13525377229080932,0.15171467764060356,0.4356652949245542,0.1794238683127572
307021180,2769,51,30,324,371,1070,114,1311,0.018418201516793065,0.010834236186348862,0.11700975081256772,0.13398338750451427,0.4734561213434453,0.14626218851570963
307021181,1369,28,12,161,142,444,23,525,0.020452885317750184,0.008765522279035792,0.11760409057706354,0.10372534696859022,0.38349159970781593,0.1468224981738495
307021182,2323,29,45,322,302,850,57,1020,0.01248385708136031,0.019371502367628066,0.13861386138613863,0.1300043047783039,0.4390873869995695,0.170469220835127
307021183,6850,111,137,1051,850,2577,202,3028,0.016204379562043795,0.02,0.15343065693430658,0.12408759124087591,0.44204379562043794,0.18963503649635036
307031184,2076,50,51,323,309,760,55,898,0.024084778420038536,0.024566473988439308,0.15558766859344894,0.14884393063583815,0.4325626204238921,0.20423892100192678
307031185,1746,52,39,276,252,604,39,711,0.029782359679266894,0.022336769759450172,0.15807560137457044,0.14432989690721648,0.4072164948453608,0.21019473081328752
307031186,1944,51,29,277,281,723,45,837,0.026234567901234566,0.014917695473251029,0.14248971193415638,0.14454732510288065,0.4305555555555556,0.18364197530864199
307031187,2213,60,43,384,311,740,51,880,0.02711251694532309,0.019430637144148215,0.1735201084500678,0.140533212833258,0.39765024853140535,0.2200632625395391
307031188,2546,82,55,414,353,889,82,1095,0.03220738413197172,0.021602513747054203,0.16260801256873528,0.13864886095836607,0.4300864100549882,0.21641791044776118
307031189,5969,153,159,838,768,2275,196,2741,0.025632434243591892,0.026637627743340594,0.14039202546490198,0.1286647679678338,0.45920589713519855,0.19266208745183447
308011190,2865,46,42,341,264,1098,84,1275,0.01605584642233857,0.014659685863874346,0.11902268760907504,0.09214659685863874,0.44502617801047123,0.14973821989528796
308011191,3361,35,54,436,369,1221,81,1412,0.010413567390657543,0.01606664683130021,0.12972329663790538,0.10978875334721809,0.42011306158881284,0.15620351085986314
308011192,6079,154,124,972,630,2314,172,2640,0.025333113999012995,0.02039809179141306,0.15989471952623788,0.10363546635959862,0.43428195426879423,0.20562592531666393
308031205,2699,45,43,344,266,1091,91,1263,0.016672841793256763,0.01593182660244535,0.1274546128195628,0.09855502037791775,0.46795109299740645,0.16005928121526491
308031206,729,15,10,75,92,327,17,370,0.0205761316872428,0.013717421124828532,0.102880658436214,0.1262002743484225,0.5075445816186557,0.13717421124828533
308031207,2504,58,58,344,303,922,59,1064,0.0231629392971246,0.0231629392971246,0.13738019169329074,0.12100638977635783,0.4249201277955272,0.18370607028753994
308031208,3985,166,130,813,521,1493,124,1730,0.04165621079046424,0.03262233375156838,0.2040150564617315,0.13074027603513175,0.4341279799247177,0.2782936010037641
308031209,2490,66,52,334,253,829,37,913,0.02650602409638554,0.020883534136546186,0.13413654618473897,0.10160642570281124,0.36666666666666664,0.18152610441767067
308031210,4439,77,84,566,529,1971,155,2277,0.017346249155215137,0.01892318089659833,0.127506195088984,0.11917098445595854,0.5129533678756477,0.16377562514079747
308031211,1784,32,39,230,210,774,73,898,0.017937219730941704,0.021860986547085202,0.1289237668161435,0.11771300448430494,0.5033632286995515,0.1687219730941704
308031212,1102,7,5,90,125,408,44,502,0.006352087114337568,0.004537205081669692,0.08166969147005444,0.11343012704174228,0.455535390199637,0.0925589836660617
308031213,4358,246,146,948,563,1446,112,1675,0.05644791188618632,0.033501606241395136,0.21753097751262046,0.12918770078017439,0.3843506195502524,0.3074804956402019
308031214,2056,36,36,275,220,893,78,1021,0.017509727626459144,0.017509727626459144,0.13375486381322957,0.10700389105058365,0.4965953307392996,0.16877431906614787
308031215,2869,96,69,435,313,1101,66,1255,0.03346113628441966,0.02405019170442663,0.15162077378877659,0.1090972464273266,0.4374346462181945,0.20913210177762287
308031216,2668,94,69,501,297,932,79,1084,0.03523238380809595,0.02586206896551724,0.18778110944527737,0.11131934032983508,0.4062968515742129,0.24887556221889057
308031217,1438,33,20,180,129,481,43,577,0.02294853963838665,0.013908205841446454,0.12517385257301808,0.08970792767732963,0.4012517385257302,0.1620305980528512
308031218,1559,48,32,175,190,658,42,755,0.030788967286722257,0.02052597819114817,0.11225144323284157,0.12187299550994227,0.4842847979474022,0.163566388710712
308031219,1896,45,47,278,216,749,52,872,0.023734177215189875,0.024789029535864978,0.14662447257383968,0.11392405063291139,0.459915611814346,0.19514767932489452
308031220,1217,21,28,148,140,495,32,564,0.01725554642563681,0.023007395234182416,0.12161051766639278,0.11503697617091208,0.46343467543138867,0.161873459326212
308031221,10,0,0,0,0,5,0,5,0.0,0.0,0.0,0.0,0.5,0.0
308031222,3838,247,167,922,406,970,105,1170,0.06435643564356436,0.043512245961438246,0.24022928608650337,0.10578426263679,0.30484627410109433,0.34809796769150597
